Year,Week,Team1,Team1Rank,Team1Record,Team1Score,Team1Home,Team2,Team2Rank,Team2Record,Team2Score,Team2Home
2005,8,Virginia Tech,3,7-0,28,Away,Maryland,99,4-3,9,Home
2005,8,USC,1,7-0,51,Away,Washington,99,1-6,24,Home
2005,8,Texas Tech,10,6-1,17,Away,Texas,2,7-0,52,Home
2005,8,Arkansas,99,2-5,20,Away,Georgia,4,7-0,23,Home
2005,8,Tennessee,17,3-3,3,Away,Alabama,5,7-0,6,Home
2005,8,Auburn,16,5-2,17,Away,LSU,7,5-1,20,Home
2005,8,Oregon State,99,4-3,28,Away,UCLA,8,7-0,51,Home
2005,8,BYU,99,3-4,23,Away,Notre Dame,9,5-2,49,Home
2005,8,Florida State,11,6-1,55,Away,Duke,99,1-7,24,Home
2005,8,Penn State,12,7-1,63,Away,Illinois,99,2-5,10,Home
2005,8,Ohio State,14,5-2,41,Away,Indiana,99,4-3,10,Home
2005,8,Oregon,15,7-1,28,Away,Arizona,99,1-6,21,Home
2005,8,Purdue,99,2-5,20,Away,Wisconsin,19,7-1,31,Home
2005,8,TCU,21,7-1,48,Away,Air Force,99,3-5,10,Home
2005,8,Northwestern,99,5-2,49,Away,Michigan State,22,4-3,14,Home
2005,8,Virginia,23,4-3,5,Away,North Carolina,99,3-3,7,Home
2005,8,Fresno State,24,5-1,40,Away,Idaho,99,1-6,10,Home
2005,8,Washington State,99,3-4,38,Away,California,25,6-2,42,Home
