Year,Week,Team1,Team1Rank,Team1Record,Team1Score,Team1Home,Team2,Team2Rank,Team2Record,Team2Score,Team2Home
2012,7,Alabama,1,6-0,42,Away,Missouri,99,3-4,10,Home
2012,7,South Carolina,3,6-1,21,Away,LSU,9,6-1,23,Home
2012,7,Florida,4,6-0,31,Away,Vanderbilt,99,2-4,17,Home
2012,7,West Virginia,5,5-1,14,Away,Texas Tech,99,5-1,49,Home
2012,7,Kansas State,6,6-0,27,Away,Iowa State,99,4-2,21,Home
2012,7,Stanford,17,4-2,13,Away,Notre Dame,7,6-0,20,Home
2012,7,Ohio State,8,7-0,52,Away,Indiana,99,2-4,49,Home
2012,7,Oregon State,10,5-0,42,Away,BYU,99,4-3,24,Home
2012,7,USC,11,5-1,24,Away,Washington,99,3-3,14,Home
2012,7,Boston College,99,1-5,7,Away,Florida State,12,6-1,51,Home
2012,7,Texas,15,4-2,21,Away,Oklahoma,13,4-1,63,Home
2012,7,Louisville,18,6-0,45,Away,Pittsburgh,99,2-4,35,Home
2012,7,Tennessee,99,3-3,31,Away,Mississippi State,19,6-0,41,Home
2012,7,Syracuse,99,2-4,15,Away,Rutgers,20,6-0,23,Home
2012,7,Fordham,99,4-3,17,Away,Cincinnati,21,5-0,49,Home
2012,7,Texas A&M,22,5-1,59,Away,Louisiana Tech,23,5-1,57,Home
2012,7,Fresno State,99,4-3,10,Away,Boise State,24,5-1,20,Home
2012,7,Illinois,99,2-5,0,Away,Michigan,25,4-2,45,Home
