Year,Week,Team1,Team1Rank,Team1Record,Team1Score,Team1Home,Team2,Team2Rank,Team2Record,Team2Score,Team2Home
2010,10,Georgia Tech,99,5-4,21,Away,Virginia Tech,22,7-2,28,Home
2010,10,Washington,99,3-6,16,Away,Oregon,1,9-0,53,Home
2010,10,Chattanooga,99,5-4,24,Away,Auburn,2,10-0,62,Home
2010,10,TCU,3,10-0,47,Away,Utah,5,8-1,7,Home
2010,10,Hawaii,99,7-3,7,Away,Boise State,4,8-0,42,Home
2010,10,Alabama,6,7-2,21,Away,LSU,10,8-1,24,Home
2010,10,Nebraska,7,8-1,31,Away,Iowa State,99,5-5,30,Home
2010,10,Oklahoma,8,7-2,19,Away,Texas A&M,99,6-3,33,Home
2010,10,Wisconsin,9,8-1,34,Away,Purdue,99,4-5,13,Home
2010,10,Missouri,12,7-2,17,Away,Texas Tech,99,5-4,24,Home
2010,10,Arizona,15,7-2,17,Away,Stanford,13,8-1,42,Home
2010,10,Minnesota,99,1-9,8,Away,Michigan State,14,9-1,31,Home
2010,10,Iowa,16,7-2,18,Away,Indiana,99,4-5,13,Home
2010,10,Baylor,21,7-3,28,Away,Oklahoma State,17,8-1,55,Home
2010,10,Arkansas,18,7-2,41,Away,South Carolina,19,6-3,20,Home
2010,10,Nevada,23,8-1,63,Away,Idaho,99,4-5,17,Home
2010,10,North Carolina,99,6-3,37,Away,Florida State,24,6-3,35,Home
2010,10,NC State,25,6-3,13,Away,Clemson,99,5-4,14,Home
