Year,Week,Team1,Team1Rank,Team1Record,Team1Score,Team1Home,Team2,Team2Rank,Team2Record,Team2Score,Team2Home
2017,11,Washington,9,8-2,22,Away,Stanford,99,7-3,30,Home
2017,11,Georgia,1,9-1,17,Away,Auburn,10,8-2,40,Home
2017,11,Alabama,2,10-0,31,Away,Mississippi State,16,7-3,24,Home
2017,11,Notre Dame,3,8-2,8,Away,Miami,7,9-0,41,Home
2017,11,Florida State,99,3-6,14,Away,Clemson,4,9-1,31,Home
2017,11,TCU,6,8-2,20,Away,Oklahoma,5,9-1,38,Home
2017,11,Iowa,20,6-4,14,Away,Wisconsin,8,10-0,38,Home
2017,11,USC,11,9-2,38,Away,Colorado,99,5-6,24,Home
2017,11,Michigan State,12,7-3,3,Away,Ohio State,13,8-2,48,Home
2017,11,Rutgers,99,4-6,6,Away,Penn State,14,8-2,35,Home
2017,11,Oklahoma State,15,8-2,49,Away,Iowa State,21,6-4,42,Home
2017,11,Virginia Tech,17,7-3,22,Away,Georgia Tech,99,5-4,28,Home
2017,11,Connecticut,99,3-7,24,Away,UCF,18,9-0,49,Home
2017,11,Washington State,19,9-2,33,Away,Utah,99,5-5,25,Home
2017,11,NC State,23,7-3,17,Away,Boston College,99,5-5,14,Home
2017,11,Arkansas,99,4-6,10,Away,LSU,24,7-3,33,Home
2017,11,Purdue,99,4-6,13,Away,Northwestern,25,7-3,23,Home
