Year,Week,Team1,Team1Rank,Team1Record,Team1Score,Team1Home,Team2,Team2Rank,Team2Record,Team2Score,Team2Home
2009,3,Georgia Tech,14,2-1,17,Away,Miami,20,2-0,33,Home
2009,3,Boise State,10,3-0,51,Away,Fresno State,99,1-2,34,Home
2009,3,Tennessee,99,1-2,13,Away,Florida,1,3-0,23,Home
2009,3,Texas Tech,99,2-1,24,Away,Texas,2,3-0,34,Home
2009,3,USC,3,2-1,13,Away,Washington,99,2-1,16,Home
2009,3,North Texas,99,1-2,7,Away,Alabama,4,3-0,53,Home
2009,3,Temple,99,0-2,6,Away,Penn State,5,3-0,31,Home
2009,3,Southeastern Louisiana,99,2-1,6,Away,Ole Miss,5,2-0,52,Home
2009,3,Florida State,99,2-1,54,Away,BYU,7,2-1,28,Home
2009,3,California,8,3-0,35,Away,Minnesota,99,2-1,21,Home
2009,3,Louisiana Lafayette,99,2-1,3,Away,LSU,9,3-0,31,Home
2009,3,Ohio State,11,2-1,38,Away,Toledo,99,1-2,0,Home
2009,3,Tulsa,99,2-1,0,Away,Oklahoma,12,2-1,45,Home
2009,3,Nebraska,19,2-1,15,Away,Virginia Tech,13,2-1,16,Home
2009,3,Texas State,99,1-1,21,Away,TCU,15,2-0,56,Home
2009,3,Rice,99,0-3,24,Away,Oklahoma State,16,2-1,41,Home
2009,3,Cincinnati,17,3-0,28,Away,Oregon State,99,2-1,18,Home
2009,3,Utah,18,2-1,24,Away,Oregon,99,2-1,31,Home
2009,3,Duke,99,1-2,16,Away,Kansas,22,3-0,44,Home
2009,3,Georgia,23,2-1,52,Away,Arkansas,99,1-1,41,Home
2009,3,East Carolina,99,1-2,17,Away,North Carolina,24,3-0,31,Home
2009,3,Eastern Michigan,99,0-3,17,Away,Michigan,25,3-0,45,Home
