Year,Week,Team1,Team1Rank,Team1Record,Team1Score,Team1Home,Team2,Team2Rank,Team2Record,Team2Score,Team2Home
2012,4,BYU,99,2-2,6,Away,Boise State,24,2-1,7,Home
2012,4,Florida Atlantic,99,1-3,7,Away,Alabama,1,4-0,40,Home
2012,4,LSU,2,4-0,12,Away,Auburn,99,1-3,10,Home
2012,4,Arizona,22,3-1,0,Away,Oregon,3,4-0,49,Home
2012,4,Clemson,10,3-1,37,Away,Florida State,4,4-0,49,Home
2012,4,Vanderbilt,99,1-3,3,Away,Georgia,5,4-0,48,Home
2012,4,Kansas State,15,4-0,24,Away,Oklahoma,6,2-1,19,Home
2012,4,Missouri,99,2-2,10,Away,South Carolina,7,4-0,31,Home
2012,4,Maryland,99,2-2,21,Away,West Virginia,8,3-0,31,Home
2012,4,Michigan,18,2-2,6,Away,Notre Dame,11,4-0,13,Home
2012,4,California,99,1-3,9,Away,USC,13,3-1,27,Home
2012,4,Kentucky,99,1-3,0,Away,Florida,14,4-0,38,Home
2012,4,UAB,99,0-3,15,Away,Ohio State,16,4-0,29,Home
2012,4,Virginia,99,2-2,7,Away,TCU,17,3-0,27,Home
2012,4,Oregon State,99,2-0,27,Away,UCLA,19,3-1,20,Home
2012,4,Louisville,20,4-0,28,Away,Florida Intl,99,1-3,21,Home
2012,4,Eastern Michigan,99,0-4,7,Away,Michigan State,21,3-1,23,Home
2012,4,South Alabama,99,1-3,10,Away,Mississippi State,23,4-0,30,Home
2012,4,Idaho State,99,1-2,7,Away,Nebraska,25,3-1,73,Home
