Year,Week,Team1,Team1Rank,Team1Record,Team1Score,Team1Home,Team2,Team2Rank,Team2Record,Team2Score,Team2Home
2017,9,Stanford,20,6-2,15,Away,Oregon State,99,1-7,14,Home
2017,9,Tulane,99,3-5,26,Away,Memphis,24,7-1,56,Home
2017,9,Penn State,2,7-1,38,Away,Ohio State,6,7-1,39,Home
2017,9,Georgia,3,8-0,42,Away,Florida,99,3-4,7,Home
2017,9,TCU,4,7-1,7,Away,Iowa State,25,6-2,14,Home
2017,9,Wisconsin,5,8-0,24,Away,Illinois,99,2-6,10,Home
2017,9,Georgia Tech,99,4-3,10,Away,Clemson,7,7-1,24,Home
2017,9,Miami,8,7-0,24,Away,North Carolina,99,1-8,19,Home
2017,9,NC State,14,6-2,14,Away,Notre Dame,9,7-1,35,Home
2017,9,Texas Tech,99,4-4,27,Away,Oklahoma,10,7-1,49,Home
2017,9,Oklahoma State,11,7-1,50,Away,West Virginia,22,5-3,39,Home
2017,9,UCLA,99,4-4,23,Away,Washington,12,7-1,44,Home
2017,9,Duke,99,4-5,3,Away,Virginia Tech,13,7-1,24,Home
2017,9,Washington State,15,7-2,37,Away,Arizona,99,6-2,58,Home
2017,9,Michigan State,16,6-2,31,Away,Northwestern,99,5-3,39,Home
2017,9,Houston,99,5-3,28,Away,South Florida,17,7-1,24,Home
2017,9,Austin Peay,99,5-4,33,Away,UCF,18,7-0,73,Home
2017,9,USC,21,7-2,48,Away,Arizona State,99,4-4,17,Home
