Year,Week,Team1,Team1Rank,Team1Record,Team1Score,Team1Home,Team2,Team2Rank,Team2Record,Team2Score,Team2Home
2015,12,Wake Forest,99,3-8,13,Away,Clemson,1,11-0,33,Home
2015,12,Charleston Southern,99,9-2,6,Away,Alabama,2,10-1,56,Home
2015,12,Michigan State,9,10-1,17,Away,Ohio State,3,10-1,14,Home
2015,12,Boston College,99,3-8,16,Away,Notre Dame,4,10-1,19,Home
2015,12,Purdue,99,2-9,20,Away,Iowa,5,11-0,40,Home
2015,12,Baylor,10,9-1,45,Away,Oklahoma State,6,10-1,35,Home
2015,12,TCU,18,9-2,29,Away,Oklahoma,7,10-1,30,Home
2015,12,Florida Atlantic,99,2-9,14,Away,Florida,8,10-1,20,Home
2015,12,California,99,6-5,22,Away,Stanford,11,9-2,35,Home
2015,12,Michigan,12,9-2,28,Away,Penn State,99,7-4,16,Home
2015,12,UCLA,99,8-3,17,Away,Utah,13,8-3,9,Home
2015,12,Chattanooga,99,8-3,13,Away,Florida State,14,9-2,52,Home
2015,12,LSU,15,7-3,17,Away,Ole Miss,22,8-3,38,Home
2015,12,Navy,16,9-1,44,Away,Tulsa,99,5-6,21,Home
2015,12,North Carolina,17,10-1,30,Away,Virginia Tech,99,5-6,27,Home
2015,12,Houston,19,10-1,17,Away,Connecticut,99,6-5,20,Home
2015,12,Northwestern,20,9-2,13,Away,Wisconsin,25,8-3,7,Home
2015,12,Memphis,21,8-3,12,Away,Temple,99,9-2,31,Home
2015,12,USC,24,7-4,28,Away,Oregon,23,8-3,48,Home
