Year,Week,Team1,Team1Rank,Team1Record,Team1Score,Team1Home,Team2,Team2Rank,Team2Record,Team2Score,Team2Home
2016,3,Houston,6,3-0,40,Away,Cincinnati,99,2-1,16,Home
2016,3,Baylor,21,3-0,38,Away,Rice,99,0-3,10,Home
2016,3,Alabama,1,3-0,48,Away,Ole Miss,19,1-2,43,Home
2016,3,Florida State,2,2-1,20,Away,Louisville,10,3-0,63,Home
2016,3,Ohio State,3,3-0,45,Away,Oklahoma,14,1-2,24,Home
2016,3,Colorado,99,2-1,28,Away,Michigan,4,3-0,45,Home
2016,3,South Carolina State,99,0-3,0,Away,Clemson,5,3-0,59,Home
2016,3,USC,99,1-2,10,Away,Stanford,7,2-0,27,Home
2016,3,Portland State,99,1-2,3,Away,Washington,8,3-0,41,Home
2016,3,Georgia State,99,0-3,17,Away,Wisconsin,9,3-0,23,Home
2016,3,Texas,11,2-1,43,Away,California,99,2-1,50,Home
2016,3,Michigan State,12,2-0,36,Away,Notre Dame,18,1-2,28,Home
2016,3,North Dakota State,99,3-0,23,Away,Iowa,13,2-1,21,Home
2016,3,Ohio,99,1-2,19,Away,Tennessee,15,3-0,28,Home
2016,3,Georgia,16,3-0,28,Away,Missouri,99,1-2,27,Home
2016,3,Texas A&M,17,3-0,29,Away,Auburn,99,1-2,16,Home
2016,3,Mississippi State,99,1-2,20,Away,LSU,20,2-1,23,Home
2016,3,Oregon,22,2-1,32,Away,Nebraska,99,3-0,35,Home
2016,3,North Texas,99,1-2,0,Away,Florida,23,3-0,32,Home
2016,3,Texas State,99,1-1,3,Away,Arkansas,24,3-0,42,Home
2016,3,Miami,25,3-0,45,Away,Appalachian State,99,1-2,10,Home
