Year,Week,Team1,Team1Rank,Team1Record,Team1Score,Team1Home,Team2,Team2Rank,Team2Record,Team2Score,Team2Home
2011,11,Virginia Tech,10,9-1,37,Away,Georgia Tech,21,7-3,26,Home
2011,11,Houston,11,10-0,73,Away,Tulane,99,2-9,17,Home
2011,11,Western Kentucky,99,5-5,9,Away,LSU,1,10-0,42,Home
2011,11,Oklahoma State,2,10-0,66,Away,Texas Tech,99,5-5,6,Home
2011,11,Alabama,3,9-1,24,Away,Mississippi State,99,5-5,7,Home
2011,11,Oregon,7,9-1,53,Away,Stanford,4,9-1,30,Home
2011,11,TCU,99,8-2,36,Away,Boise State,5,8-1,35,Home
2011,11,Tennessee,99,4-6,7,Away,Arkansas,8,9-1,49,Home
2011,11,Wake Forest,99,5-5,28,Away,Clemson,9,9-1,31,Home
2011,11,Nebraska,19,8-2,17,Away,Penn State,12,8-2,14,Home
2011,11,Florida,99,5-5,12,Away,South Carolina,13,8-2,17,Home
2011,11,Texas A&M,99,5-5,50,Away,Kansas State,14,8-2,53,Home
2011,11,Auburn,20,6-4,7,Away,Georgia,15,8-2,45,Home
2011,11,Texas,16,6-3,5,Away,Missouri,99,5-5,17,Home
2011,11,Michigan State,17,8-2,37,Away,Iowa,99,6-4,21,Home
2011,11,Wisconsin,18,8-2,42,Away,Minnesota,99,2-8,13,Home
2011,11,UCF,99,4-6,29,Away,Southern Mississippi,22,9-1,30,Home
2011,11,West Virginia,99,7-3,24,Away,Cincinnati,23,7-2,21,Home
2011,11,Michigan,24,8-2,31,Away,Illinois,99,6-4,14,Home
2011,11,Baylor,25,6-3,31,Away,Kansas,99,2-8,30,Home
