Year,Week,Team1,Team1Rank,Team1Record,Team1Score,Team1Home,Team2,Team2Rank,Team2Record,Team2Score,Team2Home
2013,9,Tennessee,99,4-4,10,Away,Alabama,1,8-0,45,Home
2013,9,NC State,99,3-4,17,Away,Florida State,2,7-0,49,Home
2013,9,UCLA,12,5-2,14,Away,Oregon,3,8-0,42,Home
2013,9,Penn State,99,4-3,14,Away,Ohio State,4,8-0,63,Home
2013,9,South Carolina,21,6-2,27,Away,Missouri,5,7-1,24,Home
2013,9,Stanford,6,7-1,20,Away,Oregon State,25,6-2,12,Home
2013,9,Wake Forest,99,4-4,21,Away,Miami,7,7-0,24,Home
2013,9,Baylor,8,7-0,59,Away,Kansas,99,2-5,14,Home
2013,9,Clemson,9,7-1,40,Away,Maryland,99,5-3,27,Home
2013,9,Texas Tech,10,7-1,30,Away,Oklahoma,15,7-1,38,Home
2013,9,Florida Atlantic,99,2-6,10,Away,Auburn,11,7-1,45,Home
2013,9,Furman,99,3-5,16,Away,LSU,13,7-2,48,Home
2013,9,Duke,99,6-2,13,Away,Virginia Tech,14,6-2,10,Home
2013,9,Vanderbilt,99,4-4,24,Away,Texas A&M,16,6-2,56,Home
2013,9,Fresno State,17,7-0,35,Away,San Diego State,99,3-4,28,Home
2013,9,Eastern Michigan,99,1-7,20,Away,Northern Illinois,18,8-0,59,Home
2013,9,Oklahoma State,19,6-1,58,Away,Iowa State,99,1-6,27,Home
2013,9,Louisville,20,7-1,34,Away,South Florida,99,2-5,3,Home
2013,9,Connecticut,99,0-7,17,Away,UCF,23,6-1,62,Home
2013,9,Nebraska,24,5-2,23,Away,Minnesota,99,6-2,34,Home
