Year,Week,Team1,Team1Rank,Team1Record,Team1Score,Team1Home,Team2,Team2Rank,Team2Record,Team2Score,Team2Home
2006,12,West Virginia,8,9-1,45,Away,Pittsburgh,99,6-5,27,Home
2006,12,Michigan,2,11-1,39,Away,Ohio State,1,12-0,42,Home
2006,12,Western Carolina,99,2-9,0,Away,Florida,3,10-1,62,Home
2006,12,California,17,8-3,9,Away,USC,4,9-1,23,Home
2006,12,Arkansas,5,10-1,28,Away,Mississippi State,99,3-8,14,Home
2006,12,Army,99,3-8,9,Away,Notre Dame,6,10-1,41,Home
2006,12,Rutgers,7,9-1,11,Away,Cincinnati,99,6-5,30,Home
2006,12,Ole Miss,99,3-8,20,Away,LSU,9,9-2,23,Home
2006,12,South Florida,99,7-4,8,Away,Louisville,10,9-1,31,Home
2006,12,Buffalo,99,2-9,3,Away,Wisconsin,12,11-1,35,Home
2006,12,Utah State,99,1-10,10,Away,Boise State,13,11-0,49,Home
2006,12,Virginia Tech,19,9-2,27,Away,Wake Forest,14,9-2,6,Home
2006,12,Auburn,15,10-2,22,Away,Alabama,99,6-6,15,Home
2006,12,Oklahoma,16,9-2,36,Away,Baylor,99,4-8,10,Home
2006,12,Duke,99,0-11,21,Away,Georgia Tech,18,9-2,49,Home
2006,12,Maryland,21,8-3,16,Away,Boston College,20,9-2,38,Home
2006,12,Tennessee,22,8-3,39,Away,Vanderbilt,99,4-8,10,Home
2006,12,New Mexico,99,5-6,17,Away,BYU,23,9-2,42,Home
