Year,Week,Team1,Team1Rank,Team1Record,Team1Score,Team1Home,Team2,Team2Rank,Team2Record,Team2Score,Team2Home
2007,5,West Virginia,5,4-1,13,Away,South Florida,18,4-0,21,Home
2007,5,USC,1,4-0,27,Away,Washington,99,2-3,24,Home
2007,5,LSU,2,5-0,34,Away,Tulane,99,1-3,9,Home
2007,5,Oklahoma,3,4-1,24,Away,Colorado,99,3-2,27,Home
2007,5,Auburn,99,3-2,20,Away,Florida,4,4-1,17,Home
2007,5,California,6,5-0,31,Away,Oregon,11,4-1,24,Home
2007,5,Kansas State,99,3-1,41,Away,Texas,7,4-1,21,Home
2007,5,Ohio State,8,5-0,30,Away,Minnesota,99,1-4,7,Home
2007,5,Michigan State,99,4-1,34,Away,Wisconsin,9,5-0,37,Home
2007,5,Maryland,99,3-2,34,Away,Rutgers,10,3-1,24,Home
2007,5,Massachusetts,99,4-1,14,Away,Boston College,12,5-0,24,Home
2007,5,Clemson,13,4-1,3,Away,Georgia Tech,99,3-2,13,Home
2007,5,Florida Atlantic,99,3-2,17,Away,Kentucky,14,5-0,45,Home
2007,5,Ole Miss,99,1-4,17,Away,Georgia,15,4-1,45,Home
2007,5,Mississippi State,99,3-2,21,Away,South Carolina,16,4-1,38,Home
2007,5,North Carolina,99,1-4,10,Away,Virginia Tech,17,4-1,17,Home
2007,5,Hawaii,19,5-0,48,Away,Idaho,99,1-4,20,Home
2007,5,Penn State,21,3-2,20,Away,Illinois,99,4-1,27,Home
2007,5,Alabama,22,3-2,14,Away,Florida State,99,3-1,21,Home
2007,5,Arizona State,23,5-0,41,Away,Stanford,99,1-3,3,Home
2007,5,Cincinnati,24,5-0,52,Away,San Diego State,99,1-3,23,Home
2007,5,Iowa State,99,1-4,17,Away,Nebraska,25,4-1,35,Home
