Year,Week,Team1,Team1Rank,Team1Record,Team1Score,Team1Home,Team2,Team2Rank,Team2Record,Team2Score,Team2Home
2017,1,Stanford,14,1-0,62,Away,Rice,99,0-1,7,Home
2017,1,South Florida,19,1-0,42,Away,San José State,99,0-1,22,Home
2017,1,Ohio State,2,1-0,49,Away,Indiana,99,0-1,21,Home
2017,1,Tulsa,99,0-1,24,Away,Oklahoma State,10,1-0,59,Home
2017,1,Washington,8,1-0,30,Away,Rutgers,99,0-1,14,Home
2017,1,Utah State,99,0-1,10,Away,Wisconsin,9,1-0,59,Home
2017,1,Florida State,3,0-1,7,Away,Alabama,1,1-0,24,Home
2017,1,Western Michigan,99,0-1,31,Away,USC,4,1-0,49,Home
2017,1,Kent State,99,0-1,3,Away,Clemson,5,1-0,56,Home
2017,1,Akron,99,0-1,0,Away,Penn State,6,1-0,52,Home
2017,1,UTEP,99,0-1,7,Away,Oklahoma,7,1-0,56,Home
2017,1,Michigan,11,1-0,33,Away,Florida,17,0-1,17,Home
2017,1,Georgia Southern,99,0-1,7,Away,Auburn,12,1-0,41,Home
2017,1,BYU,99,1-1,0,Away,LSU,13,1-0,27,Home
2017,1,Appalachian State,99,0-1,10,Away,Georgia,15,1-0,31,Home
2017,1,Louisville,16,1-0,35,Away,Purdue,99,0-1,28,Home
2017,1,Bethune-Cookman,99,0-1,13,Away,Miami,18,1-0,41,Home
2017,1,Stony Brook,99,0-1,17,Away,South Florida,19,2-0,31,Home
2017,1,Central Arkansas,99,0-1,19,Away,Kansas State,20,1-0,55,Home
2017,1,Maryland,99,1-0,51,Away,Texas,23,0-1,41,Home
2017,1,Montana State,99,0-1,0,Away,Washington State,24,1-0,31,Home
2017,1,West Virginia,22,0-1,24,Away,Virginia Tech,21,1-0,31,Home
2017,1,Tennessee,25,1-0,42,Away,Georgia Tech,99,0-1,41,Home
