Year,Week,Team1,Team1Rank,Team1Record,Team1Score,Team1Home,Team2,Team2Rank,Team2Record,Team2Score,Team2Home
2015,7,UCLA,18,4-2,35,Away,Stanford,15,5-1,56,Home
2015,7,Boise State,21,5-2,26,Away,Utah State,99,4-2,52,Home
2015,7,Houston,24,6-0,42,Away,Tulane,99,2-4,7,Home
2015,7,Penn State,99,5-2,10,Away,Ohio State,1,7-0,38,Home
2015,7,West Virginia,99,3-3,38,Away,Baylor,2,6-0,62,Home
2015,7,TCU,3,7-0,45,Away,Iowa State,99,2-4,21,Home
2015,7,Arizona State,99,4-3,18,Away,Utah,4,6-0,34,Home
2015,7,Boston College,99,3-4,17,Away,Clemson,5,6-0,34,Home
2015,7,Florida,8,6-1,28,Away,LSU,6,6-0,35,Home
2015,7,Michigan State,7,7-0,27,Away,Michigan,12,5-2,23,Home
2015,7,Alabama,10,6-1,41,Away,Texas A&M,9,5-1,23,Home
2015,7,Louisville,99,2-4,21,Away,Florida State,11,6-0,41,Home
2015,7,Ole Miss,13,5-2,24,Away,Memphis,99,6-0,37,Home
2015,7,USC,99,3-3,31,Away,Notre Dame,14,6-1,41,Home
2015,7,Iowa,17,7-0,40,Away,Northwestern,20,5-2,10,Home
2015,7,Oklahoma,19,5-1,55,Away,Kansas State,99,3-3,0,Home
2015,7,Eastern Michigan,99,1-6,20,Away,Toledo,22,6-0,63,Home
