Year,Week,Team1,Team1Rank,Team1Record,Team1Score,Team1Home,Team2,Team2Rank,Team2Record,Team2Score,Team2Home
2017,5,USC,5,4-1,27,Away,Washington State,16,5-0,30,Home
2017,5,Miami,14,3-0,31,Away,Duke,99,4-1,6,Home
2017,5,Ole Miss,99,2-2,3,Away,Alabama,1,5-0,66,Home
2017,5,Clemson,2,5-0,31,Away,Virginia Tech,12,4-1,17,Home
2017,5,Indiana,99,2-2,14,Away,Penn State,4,5-0,45,Home
2017,5,Washington,6,5-0,42,Away,Oregon State,99,1-4,7,Home
2017,5,Georgia,7,5-0,41,Away,Tennessee,99,3-2,0,Home
2017,5,Northwestern,99,2-2,24,Away,Wisconsin,10,4-0,33,Home
2017,5,Ohio State,11,4-1,56,Away,Rutgers,99,1-4,0,Home
2017,5,Mississippi State,24,3-2,10,Away,Auburn,13,4-1,49,Home
2017,5,Oklahoma State,15,4-1,41,Away,Texas Tech,99,3-1,34,Home
2017,5,Murray State,99,1-4,10,Away,Louisville,17,4-1,55,Home
2017,5,South Florida,18,5-0,61,Away,East Carolina,99,1-4,31,Home
2017,5,Northern Illinois,99,2-2,28,Away,San Diego State,19,5-0,34,Home
2017,5,Vanderbilt,99,3-2,24,Away,Florida,21,3-1,38,Home
2017,5,Miami (OH),99,2-3,17,Away,Notre Dame,22,4-1,52,Home
2017,5,Troy,99,4-1,24,Away,LSU,25,3-2,21,Home
