Year,Week,Team1,Team1Rank,Team1Record,Team1Score,Team1Home,Team2,Team2Rank,Team2Record,Team2Score,Team2Home
2004,11,Louisville,14,6-1,56,Away,Memphis,99,5-3,49,Home
2004,11,USC,1,9-0,28,Away,Oregon State,99,4-5,20,Home
2004,11,Oklahoma,2,9-0,42,Away,Texas A&M,22,6-3,35,Home
2004,11,Oregon,99,5-4,27,Away,California,4,7-1,28,Home
2004,11,Minnesota,99,6-4,14,Away,Wisconsin,5,9-0,38,Home
2004,11,Oklahoma State,19,6-3,35,Away,Texas,6,8-1,56,Home
2004,11,Colorado State,99,3-6,31,Away,Utah,7,9-0,63,Home
2004,11,Georgia,8,8-1,62,Away,Kentucky,99,1-8,17,Home
2004,11,Notre Dame,99,6-3,17,Away,Tennessee,9,7-2,13,Home
2004,11,Clemson,99,5-4,24,Away,Miami,11,6-2,17,Home
2004,11,Maryland,99,4-5,0,Away,Virginia,12,7-1,16,Home
2004,11,Duke,99,1-8,7,Away,Florida State,13,7-2,29,Home
2004,11,Temple,99,1-8,21,Away,West Virginia,15,8-1,42,Home
2004,11,Virginia Tech,18,7-2,27,Away,North Carolina,99,4-5,24,Home
2004,11,Purdue,99,5-4,21,Away,Iowa,20,7-2,23,Home
2004,11,Cincinnati,99,5-4,52,Away,Southern Mississippi,21,5-2,24,Home
2004,11,Stanford,99,4-5,31,Away,Arizona State,23,7-2,34,Home
2004,11,Rutgers,99,4-5,10,Away,Boston College,24,6-2,21,Home
