Year,Week,Team1,Team1Rank,Team1Record,Team1Score,Team1Home,Team2,Team2Rank,Team2Record,Team2Score,Team2Home
2006,4,Penn State,24,2-2,6,Away,Ohio State,1,4-0,28,Home
2006,4,Buffalo,99,1-3,7,Away,Auburn,2,4-0,38,Home
2006,4,USC,3,3-0,20,Away,Arizona,99,2-2,3,Home
2006,4,West Virginia,4,4-0,27,Away,East Carolina,99,1-3,10,Home
2006,4,Kentucky,99,2-2,7,Away,Florida,5,4-0,26,Home
2006,4,Wisconsin,99,3-1,13,Away,Michigan,6,4-0,27,Home
2006,4,Iowa State,99,2-2,14,Away,Texas,7,3-1,37,Home
2006,4,Louisville,8,4-0,24,Away,Kansas State,99,3-1,6,Home
2006,4,Colorado,99,0-4,13,Away,Georgia,9,4-0,14,Home
2006,4,Tulane,99,1-2,7,Away,LSU,10,3-1,49,Home
2006,4,Cincinnati,99,1-3,13,Away,Virginia Tech,11,4-0,29,Home
2006,4,Notre Dame,12,3-1,40,Away,Michigan State,99,3-1,37,Home
2006,4,Iowa,14,4-0,24,Away,Illinois,99,1-3,7,Home
2006,4,Marshall,99,1-3,7,Away,Tennessee,15,3-1,33,Home
2006,4,Middle Tennessee,99,2-2,0,Away,Oklahoma,17,3-1,59,Home
2006,4,Rice,99,0-4,7,Away,Florida State,18,3-1,55,Home
2006,4,North Carolina,99,1-3,7,Away,Clemson,19,3-1,52,Home
2006,4,Boston College,20,3-1,15,Away,NC State,99,2-2,17,Home
2006,4,Arizona State,22,3-1,21,Away,California,21,3-1,49,Home
2006,4,Troy,99,1-3,0,Away,Nebraska,23,3-1,56,Home
2006,4,Hawaii,99,1-2,34,Away,Boise State,25,4-0,41,Home
