Year,Week,Team1,Team1Rank,Team1Record,Team1Score,Team1Home,Team2,Team2Rank,Team2Record,Team2Score,Team2Home
2017,7,Clemson,2,6-1,24,Away,Syracuse,99,4-3,27,Home
2017,7,Washington State,8,6-1,3,Away,California,99,4-3,37,Home
2017,7,Arkansas,99,2-4,9,Away,Alabama,1,7-0,41,Home
2017,7,Missouri,99,1-5,28,Away,Georgia,4,7-0,53,Home
2017,7,Washington,5,6-1,7,Away,Arizona State,99,3-3,13,Home
2017,7,TCU,6,6-0,26,Away,Kansas State,99,3-3,6,Home
2017,7,Purdue,99,3-3,9,Away,Wisconsin,7,6-0,17,Home
2017,7,Ohio State,9,6-1,56,Away,Nebraska,99,3-4,14,Home
2017,7,Auburn,10,5-2,23,Away,LSU,99,5-2,27,Home
2017,7,Georgia Tech,99,3-2,24,Away,Miami,11,5-0,25,Home
2017,7,Oklahoma,12,5-1,29,Away,Texas,99,3-3,24,Home
2017,7,Utah,99,4-2,27,Away,USC,13,6-1,28,Home
2017,7,Baylor,99,0-6,16,Away,Oklahoma State,14,5-1,59,Home
2017,7,Michigan,17,5-1,27,Away,Indiana,99,3-3,20,Home
2017,7,Cincinnati,99,2-5,3,Away,South Florida,18,6-0,33,Home
2017,7,Boise State,99,4-2,31,Away,San Diego State,19,6-1,14,Home
2017,7,NC State,20,6-1,35,Away,Pittsburgh,99,2-5,17,Home
2017,7,Michigan State,21,5-1,30,Away,Minnesota,99,3-3,27,Home
2017,7,East Carolina,99,1-6,21,Away,UCF,22,5-0,63,Home
2017,7,Oregon,99,4-3,7,Away,Stanford,23,5-2,49,Home
2017,7,Texas Tech,24,4-2,35,Away,West Virginia,99,4-2,46,Home
2017,7,Navy,25,5-1,27,Away,Memphis,99,5-1,30,Home
