Year,Week,Team1,Team1Rank,Team1Record,Team1Score,Team1Home,Team2,Team2Rank,Team2Record,Team2Score,Team2Home
2011,13,Texas,25,7-4,27,Away,Texas A&M,99,6-6,25,Home
2011,13,Arkansas,3,10-2,17,Away,LSU,1,12-0,41,Home
2011,13,Houston,8,12-0,48,Away,Tulsa,99,8-4,16,Home
2011,13,Iowa,99,7-5,7,Away,Nebraska,21,9-3,20,Home
2011,13,Alabama,2,11-1,42,Away,Auburn,24,7-5,14,Home
2011,13,Virginia Tech,5,11-1,38,Away,Virginia,99,8-4,0,Home
2011,13,Notre Dame,22,8-4,14,Away,Stanford,6,11-1,28,Home
2011,13,Wyoming,99,7-4,14,Away,Boise State,7,10-1,36,Home
2011,13,Iowa State,99,6-5,6,Away,Oklahoma,9,9-2,26,Home
2011,13,Oregon State,99,3-9,21,Away,Oregon,10,10-2,49,Home
2011,13,Clemson,17,9-3,13,Away,South Carolina,12,10-2,34,Home
2011,13,Georgia,13,10-2,31,Away,Georgia Tech,23,8-4,17,Home
2011,13,Michigan State,14,10-2,31,Away,Northwestern,99,6-6,17,Home
2011,13,Ohio State,99,6-6,34,Away,Michigan,15,10-2,40,Home
2011,13,Penn State,19,9-3,7,Away,Wisconsin,16,10-2,45,Home
2011,13,Texas Tech,99,5-7,42,Away,Baylor,18,8-3,66,Home
