Year,Week,Team1,Team1Rank,Team1Record,Team1Score,Team1Home,Team2,Team2Rank,Team2Record,Team2Score,Team2Home
2006,1,Northern Arizona,99,0-1,14,Away,Arizona State,24,1-0,35,Home
2006,1,Northern Illinois,99,0-1,12,Away,Ohio State,1,1-0,35,Home
2006,1,Notre Dame,2,1-0,14,Away,Georgia Tech,99,0-1,10,Home
2006,1,North Texas,99,0-1,7,Away,Texas,3,1-0,56,Home
2006,1,Washington State,99,0-1,14,Away,Auburn,4,1-0,40,Home
2006,1,Marshall,99,0-1,10,Away,West Virginia,5,1-0,42,Home
2006,1,USC,6,1-0,50,Away,Arkansas,99,0-1,14,Home
2006,1,Southern Mississippi,99,0-1,7,Away,Florida,7,1-0,34,Home
2006,1,Louisiana Lafayette,99,0-1,3,Away,LSU,8,1-0,45,Home
2006,1,California,9,0-1,18,Away,Tennessee,23,1-0,35,Home
2006,1,UAB,99,0-1,17,Away,Oklahoma,10,1-0,24,Home
2006,1,Vanderbilt,99,0-1,7,Away,Michigan,14,1-0,27,Home
2006,1,Western Kentucky,99,0-1,12,Away,Georgia,15,1-0,48,Home
2006,1,Montana,99,0-1,7,Away,Iowa,16,1-0,41,Home
2006,1,Northeastern,99,0-1,0,Away,Virginia Tech,17,1-0,38,Home
2006,1,Florida Atlantic,99,0-1,6,Away,Clemson,18,1-0,54,Home
2006,1,Akron,99,0-1,16,Away,Penn State,19,1-0,34,Home
2006,1,Louisiana Tech,99,0-1,10,Away,Nebraska,20,1-0,49,Home
2006,1,Stanford,99,0-1,10,Away,Oregon,21,1-0,48,Home
2006,1,SMU,99,0-1,3,Away,Texas Tech,25,1-0,35,Home
2006,1,Kentucky,99,0-1,28,Away,Louisville,13,1-0,59,Home
2006,1,TCU,22,1-0,17,Away,Baylor,99,0-1,7,Home
2006,1,Florida State,11,1-0,13,Away,Miami,12,0-1,10,Home
