Year,Week,Team1,Team1Rank,Team1Record,Team1Score,Team1Home,Team2,Team2Rank,Team2Record,Team2Score,Team2Home
2005,4,California,13,4-0,41,Away,New Mexico State,99,0-4,13,Home
2005,4,Iowa State,22,3-0,28,Away,Army,99,0-3,21,Home
2005,4,USC,1,3-0,45,Away,Oregon,24,3-1,13,Home
2005,4,Georgia Tech,15,3-1,7,Away,Virginia Tech,4,4-0,51,Home
2005,4,Florida,5,4-0,49,Away,Kentucky,99,1-3,28,Home
2005,4,Georgia,7,4-0,23,Away,Mississippi State,99,2-2,10,Home
2005,4,Iowa,21,2-2,6,Away,Ohio State,8,3-1,31,Home
2005,4,Louisville,9,2-1,14,Away,South Florida,99,3-1,45,Home
2005,4,Purdue,11,2-1,35,Away,Minnesota,99,4-0,42,Home
2005,4,Colorado,99,2-1,3,Away,Miami,12,2-1,23,Home
2005,4,Michigan,14,2-2,20,Away,Wisconsin,99,4-0,23,Home
2005,4,Notre Dame,16,3-1,36,Away,Washington,99,1-3,17,Home
2005,4,Michigan State,17,4-0,61,Away,Illinois,99,2-2,14,Home
2005,4,Arizona State,18,3-1,42,Away,Oregon State,99,2-2,24,Home
2005,4,Indiana State,99,0-4,7,Away,Texas Tech,19,3-0,63,Home
2005,4,Arkansas,99,1-3,13,Away,Alabama,20,4-0,24,Home
2005,4,Duke,99,1-3,7,Away,Virginia,23,3-0,38,Home
2005,4,Tennessee,10,2-1,30,Away,LSU,3,1-1,27,Home
