Year,Week,Team1,Team1Rank,Team1Record,Team1Score,Team1Home,Team2,Team2Rank,Team2Record,Team2Score,Team2Home
2011,3,LSU,3,3-0,19,Away,Mississippi State,25,1-2,6,Home
2011,3,Boise State,4,2-0,40,Away,Toledo,99,1-2,15,Home
2011,3,Oklahoma,1,2-0,23,Away,Florida State,5,2-1,13,Home
2011,3,North Texas,99,0-3,0,Away,Alabama,2,3-0,41,Home
2011,3,Stanford,6,3-0,37,Away,Arizona,99,1-2,10,Home
2011,3,Wisconsin,7,3-0,49,Away,Northern Illinois,99,1-2,7,Home
2011,3,Oklahoma State,8,3-0,59,Away,Tulsa,99,1-2,33,Home
2011,3,Idaho,99,1-2,7,Away,Texas A&M,9,2-0,37,Home
2011,3,Navy,99,2-1,21,Away,South Carolina,10,3-0,24,Home
2011,3,Washington,99,2-1,38,Away,Nebraska,11,3-0,51,Home
2011,3,Missouri State,99,0-3,7,Away,Oregon,12,2-1,56,Home
2011,3,Arkansas State,99,1-2,7,Away,Virginia Tech,13,3-0,26,Home
2011,3,Troy,99,0-2,28,Away,Arkansas,14,3-0,38,Home
2011,3,Michigan State,15,2-1,13,Away,Notre Dame,99,1-2,31,Home
2011,3,Tennessee,99,2-1,23,Away,Florida,16,3-0,33,Home
2011,3,Ohio State,17,2-1,6,Away,Miami,99,1-1,24,Home
2011,3,West Virginia,18,3-0,37,Away,Maryland,99,1-1,31,Home
2011,3,Stephen F Austin,99,1-2,0,Away,Baylor,19,2-0,48,Home
2011,3,Florida A&M,99,1-2,17,Away,South Florida,20,3-0,70,Home
2011,3,Auburn,21,2-1,24,Away,Clemson,99,3-0,38,Home
2011,3,Arizona State,22,2-1,14,Away,Illinois,99,3-0,17,Home
2011,3,Louisiana Monroe,99,1-2,17,Away,TCU,23,2-1,38,Home
2011,3,Texas,23,3-0,49,Away,UCLA,99,1-2,20,Home
