Year,Week,Team1,Team1Rank,Team1Record,Team1Score,Team1Home,Team2,Team2Rank,Team2Record,Team2Score,Team2Home
2002,13,Ohio State,2,12-0,23,Away,Illinois,99,4-7,16,Home
2002,13,Oklahoma,4,9-1,49,Away,Baylor,99,3-8,9,Home
2002,13,Texas,4,9-2,38,Away,Texas Tech,99,8-4,42,Home
2002,13,Iowa,6,11-1,45,Away,Minnesota,99,7-4,21,Home
2002,13,Georgia,7,10-1,24,Away,Auburn,24,7-4,21,Home
2002,13,Arizona State,99,7-5,13,Away,USC,8,8-2,34,Home
2002,13,Alabama,10,9-2,31,Away,LSU,14,7-3,0,Home
2002,13,Nebraska,99,7-5,13,Away,Kansas State,11,9-2,49,Home
2002,13,Wisconsin,99,6-6,14,Away,Michigan,12,9-2,21,Home
2002,13,North Carolina,99,2-9,14,Away,Florida State,15,8-3,40,Home
2002,13,Penn State,16,8-3,58,Away,Indiana,99,3-8,25,Home
2002,13,Iowa State,99,7-5,27,Away,Colorado,17,8-3,41,Home
2002,13,Maryland,19,9-2,30,Away,Clemson,99,6-5,12,Home
2002,13,South Carolina,99,5-6,7,Away,Florida,20,8-3,28,Home
2002,13,Colorado State,21,9-2,49,Away,San Diego State,99,3-8,21,Home
2002,13,NC State,22,9-3,9,Away,Virginia,99,7-4,14,Home
2002,13,Washington,99,6-5,42,Away,Oregon,23,7-4,14,Home
