Year,Week,Team1,Team1Rank,Team1Record,Team1Score,Team1Home,Team2,Team2Rank,Team2Record,Team2Score,Team2Home
2013,13,Northern Illinois,16,11-0,35,Away,Toledo,99,7-4,17,Home
2013,13,Rutgers,99,5-5,17,Away,UCF,18,9-1,41,Home
2013,13,Chattanooga,99,8-4,0,Away,Alabama,1,11-0,49,Home
2013,13,Idaho,99,1-10,14,Away,Florida State,2,11-0,80,Home
2013,13,Indiana,99,4-7,14,Away,Ohio State,3,11-0,42,Home
2013,13,Baylor,4,9-1,17,Away,Oklahoma State,10,10-1,49,Home
2013,13,Oregon,5,9-2,16,Away,Arizona,99,7-4,42,Home
2013,13,The Citadel,99,5-7,6,Away,Clemson,7,10-1,52,Home
2013,13,Missouri,8,10-1,24,Away,Ole Miss,24,7-4,10,Home
2013,13,California,99,1-11,13,Away,Stanford,9,9-2,63,Home
2013,13,Coastal Carolina,99,10-2,10,Away,South Carolina,11,9-2,70,Home
2013,13,Texas A&M,12,8-3,10,Away,LSU,22,8-3,34,Home
2013,13,Michigan State,13,10-1,30,Away,Northwestern,99,4-7,6,Home
2013,13,Arizona State,17,9-2,38,Away,UCLA,14,8-3,33,Home
2013,13,New Mexico,99,3-8,28,Away,Fresno State,15,10-0,69,Home
2013,13,Wisconsin,19,9-2,20,Away,Minnesota,25,8-3,7,Home
2013,13,Oklahoma,20,9-2,41,Away,Kansas State,99,6-5,31,Home
2013,13,Memphis,99,3-7,17,Away,Louisville,21,10-1,24,Home
2013,13,USC,23,9-3,47,Away,Colorado,99,4-7,29,Home
