Year,Week,Team1,Team1Rank,Team1Record,Team1Score,Team1Home,Team2,Team2Rank,Team2Record,Team2Score,Team2Home
2015,5,Ohio State,1,5-0,34,Away,Indiana,99,4-1,27,Home
2015,5,Purdue,99,1-4,21,Away,Michigan State,2,5-0,24,Home
2015,5,Ole Miss,3,4-1,10,Away,Florida,25,5-0,38,Home
2015,5,Texas,99,1-4,7,Away,TCU,4,5-0,50,Home
2015,5,Texas Tech,99,3-2,35,Away,Baylor,5,4-0,63,Home
2015,5,Notre Dame,6,4-1,22,Away,Clemson,12,4-0,24,Home
2015,5,Arizona State,99,3-2,38,Away,UCLA,7,4-1,23,Home
2015,5,Alabama,13,4-1,38,Away,Georgia,8,4-1,10,Home
2015,5,Eastern Michigan,99,1-4,22,Away,LSU,9,4-0,44,Home
2015,5,Florida State,11,4-0,24,Away,Wake Forest,99,2-3,16,Home
2015,5,Mississippi State,21,3-2,17,Away,Texas A&M,14,5-0,30,Home
2015,5,West Virginia,23,3-1,24,Away,Oklahoma,15,4-0,44,Home
2015,5,Minnesota,99,3-2,0,Away,Northwestern,16,5-0,27,Home
2015,5,Arizona,99,3-2,17,Away,Stanford,18,4-1,55,Home
2015,5,Iowa,99,5-0,10,Away,Wisconsin,19,3-2,6,Home
2015,5,Kansas State,99,3-1,34,Away,Oklahoma State,20,5-0,36,Home
2015,5,Michigan,22,4-1,28,Away,Maryland,99,2-3,0,Home
2015,5,Washington State,99,2-2,28,Away,California,24,5-0,34,Home
