Year,Week,Team1,Team1Rank,Team1Record,Team1Score,Team1Home,Team2,Team2Rank,Team2Record,Team2Score,Team2Home
2016,13,Washington,5,11-1,45,Away,Washington State,23,8-4,17,Home
2016,13,Nebraska,16,9-3,10,Away,Iowa,99,8-4,40,Home
2016,13,Boise State,19,10-2,20,Away,Air Force,99,9-3,27,Home
2016,13,Houston,20,9-3,44,Away,Memphis,99,8-4,48,Home
2016,13,Toledo,99,9-3,35,Away,Western Michigan,21,12-0,55,Home
2016,13,Auburn,13,8-4,12,Away,Alabama,1,12-0,30,Home
2016,13,Michigan,3,10-2,27,Away,Ohio State,2,11-1,30,Home
2016,13,South Carolina,99,6-6,7,Away,Clemson,4,11-1,56,Home
2016,13,Minnesota,99,8-4,17,Away,Wisconsin,6,10-2,31,Home
2016,13,Michigan State,99,3-9,12,Away,Penn State,7,10-2,45,Home
2016,13,Utah,22,8-4,22,Away,Colorado,9,10-2,27,Home
2016,13,Kentucky,99,7-5,41,Away,Louisville,11,9-3,38,Home
2016,13,Notre Dame,99,4-8,27,Away,USC,12,9-3,45,Home
2016,13,Florida,15,8-3,13,Away,Florida State,14,9-3,31,Home
2016,13,Tennessee,17,8-4,34,Away,Vanderbilt,99,6-6,45,Home
2016,13,West Virginia,18,9-2,49,Away,Iowa State,99,3-9,19,Home
2016,13,Rice,99,3-9,17,Away,Stanford,24,9-3,41,Home
2016,13,Navy,25,9-2,75,Away,SMU,99,5-7,31,Home
