Year,Week,Team1,Team1Rank,Team1Record,Team1Score,Team1Home,Team2,Team2Rank,Team2Record,Team2Score,Team2Home
2016,10,Western Michigan,23,9-0,52,Away,Ball State,99,4-5,20,Home
2016,10,Oklahoma,14,7-2,34,Away,Iowa State,99,1-8,24,Home
2016,10,UCLA,99,3-6,10,Away,Colorado,15,7-2,20,Home
2016,10,San José State,99,3-7,31,Away,Boise State,24,8-1,45,Home
2016,10,Alabama,1,9-0,10,Away,LSU,13,5-3,0,Home
2016,10,Syracuse,99,4-5,0,Away,Clemson,2,9-0,54,Home
2016,10,Maryland,99,5-4,3,Away,Michigan,3,9-0,59,Home
2016,10,Texas A&M,4,7-2,28,Away,Mississippi State,99,4-5,35,Home
2016,10,Washington,5,9-0,66,Away,California,99,4-5,27,Home
2016,10,Nebraska,10,7-2,3,Away,Ohio State,6,8-1,62,Home
2016,10,Louisville,7,8-1,52,Away,Boston College,99,4-5,7,Home
2016,10,Wisconsin,8,7-2,21,Away,Northwestern,99,4-5,7,Home
2016,10,Vanderbilt,99,4-5,16,Away,Auburn,9,7-2,23,Home
2016,10,Florida,11,6-2,10,Away,Arkansas,99,6-3,31,Home
2016,10,Iowa,99,5-4,14,Away,Penn State,12,7-2,41,Home
2016,10,TCU,99,5-4,62,Away,Baylor,17,6-2,22,Home
2016,10,Oklahoma State,18,7-2,43,Away,Kansas State,99,5-4,37,Home
2016,10,Virginia Tech,19,7-2,24,Away,Duke,99,3-6,21,Home
2016,10,Kansas,99,1-8,21,Away,West Virginia,20,7-1,48,Home
2016,10,Georgia Tech,99,5-4,20,Away,North Carolina,21,7-2,48,Home
2016,10,Florida State,22,6-3,24,Away,NC State,99,4-5,20,Home
2016,10,Arizona,99,2-7,7,Away,Washington State,25,7-2,69,Home
