Year,Week,Team1,Team1Rank,Team1Record,Team1Score,Team1Home,Team2,Team2Rank,Team2Record,Team2Score,Team2Home
2016,4,Clemson,5,4-0,26,Away,Georgia Tech,99,3-1,7,Home
2016,4,USC,99,1-3,27,Away,Utah,24,4-0,31,Home
2016,4,Kent State,99,1-3,0,Away,Alabama,1,4-0,48,Home
2016,4,Louisville,3,4-0,59,Away,Marshall,99,1-2,28,Home
2016,4,Penn State,99,2-2,10,Away,Michigan,4,4-0,49,Home
2016,4,Houston,6,4-0,64,Away,Texas State,99,1-2,3,Home
2016,4,Stanford,7,3-0,22,Away,UCLA,99,2-2,13,Home
2016,4,Wisconsin,11,4-0,30,Away,Michigan State,8,2-1,6,Home
2016,4,Washington,9,4-0,35,Away,Arizona,99,2-2,28,Home
2016,4,Arkansas,17,3-1,24,Away,Texas A&M,10,4-0,45,Home
2016,4,Georgia,12,3-1,14,Away,Ole Miss,23,2-2,45,Home
2016,4,Florida State,13,3-1,55,Away,South Florida,99,3-1,35,Home
2016,4,Florida,19,3-1,28,Away,Tennessee,14,4-0,38,Home
2016,4,Oklahoma State,99,2-2,24,Away,Baylor,16,4-0,35,Home
2016,4,LSU,18,2-2,13,Away,Auburn,99,2-2,18,Home
2016,4,Nebraska,20,4-0,24,Away,Northwestern,99,1-3,13,Home
