Year,Week,Team1,Team1Rank,Team1Record,Team1Score,Team1Home,Team2,Team2Rank,Team2Record,Team2Score,Team2Home
2008,14,Western Michigan,99,9-3,22,Away,Ball State,15,12-0,45,Home
2008,14,Texas A&M,99,4-8,9,Away,Texas,2,11-1,49,Home
2008,14,Fresno State,99,7-5,10,Away,Boise State,9,12-0,61,Home
2008,14,West Virginia,99,7-4,15,Away,Pittsburgh,25,8-3,19,Home
2008,14,Auburn,99,5-7,0,Away,Alabama,1,12-0,36,Home
2008,14,Oklahoma,3,11-1,61,Away,Oklahoma State,12,9-3,41,Home
2008,14,Florida,4,11-1,45,Away,Florida State,20,8-4,15,Home
2008,14,Notre Dame,99,6-6,3,Away,USC,5,10-1,38,Home
2008,14,Baylor,99,4-8,28,Away,Texas Tech,7,11-1,35,Home
2008,14,Georgia Tech,22,9-3,45,Away,Georgia,11,9-3,42,Home
2008,14,Kansas,99,7-5,40,Away,Missouri,13,9-3,37,Home
2008,14,Syracuse,99,3-9,10,Away,Cincinnati,16,10-2,30,Home
2008,14,Oregon,23,9-3,65,Away,Oregon State,17,8-4,38,Home
2008,14,Maryland,99,7-5,21,Away,Boston College,21,9-3,28,Home
