Year,Week,Team1,Team1Rank,Team1Record,Team1Score,Team1Home,Team2,Team2Rank,Team2Record,Team2Score,Team2Home
2017,3,Stanford,19,1-2,17,Away,San Diego State,99,3-0,20,Home
2017,3,Colorado State,99,2-2,23,Away,Alabama,1,3-0,41,Home
2017,3,Tulane,99,1-2,14,Away,Oklahoma,2,3-0,56,Home
2017,3,Clemson,3,3-0,47,Away,Louisville,14,2-1,21,Home
2017,3,Texas,99,1-2,24,Away,USC,4,3-0,27,Home
2017,3,Georgia State,99,0-2,0,Away,Penn State,5,3-0,56,Home
2017,3,Fresno State,99,1-2,16,Away,Washington,6,3-0,48,Home
2017,3,Air Force,99,1-1,13,Away,Michigan,7,3-0,29,Home
2017,3,Army,99,2-1,7,Away,Ohio State,8,2-1,38,Home
2017,3,Oklahoma State,9,3-0,59,Away,Pittsburgh,99,1-2,21,Home
2017,3,Wisconsin,10,3-0,40,Away,BYU,99,1-3,6,Home
2017,3,LSU,12,2-1,7,Away,Mississippi State,99,3-0,37,Home
2017,3,Samford,99,2-1,14,Away,Georgia,13,3-0,42,Home
2017,3,Mercer,99,1-2,10,Away,Auburn,15,2-1,24,Home
2017,3,Virginia Tech,16,3-0,64,Away,East Carolina,99,0-3,17,Home
2017,3,Kansas State,18,2-1,7,Away,Vanderbilt,99,3-0,14,Home
2017,3,SMU,99,2-1,36,Away,TCU,20,3-0,56,Home
2017,3,Oregon State,99,1-3,23,Away,Washington State,21,3-0,52,Home
2017,3,Tennessee,23,2-1,20,Away,Florida,24,1-1,26,Home
2017,3,UCLA,25,2-1,45,Away,Memphis,99,2-0,48,Home
2017,3,Illinois,99,2-1,23,Away,South Florida,22,3-0,47,Home
