Year,Week,Team1,Team1Rank,Team1Record,Team1Score,Team1Home,Team2,Team2Rank,Team2Record,Team2Score,Team2Home
2002,10,NC State,12,9-0,38,Away,Clemson,99,4-4,6,Home
2002,10,Miami,1,7-0,40,Away,West Virginia,99,5-3,23,Home
2002,10,Temple,99,3-5,10,Away,Virginia Tech,3,8-0,20,Home
2002,10,Penn State,18,5-3,7,Away,Ohio State,4,9-0,13,Home
2002,10,Georgia,5,8-0,52,Away,Kentucky,99,5-3,24,Home
2002,10,Notre Dame,6,8-0,34,Away,Florida State,11,5-3,24,Home
2002,10,Iowa State,17,6-3,10,Away,Texas,7,7-1,21,Home
2002,10,Iowa,13,8-1,34,Away,Michigan,8,6-2,9,Home
2002,10,Washington State,9,7-1,21,Away,Arizona,99,3-5,13,Home
2002,10,LSU,10,6-2,7,Away,Auburn,99,5-3,31,Home
2002,10,USC,15,6-2,44,Away,Oregon,14,6-2,33,Home
2002,10,Alabama,19,6-2,34,Away,Tennessee,16,4-3,14,Home
2002,10,Kansas State,20,6-2,44,Away,Baylor,99,3-5,10,Home
2002,10,Texas Tech,99,5-4,13,Away,Colorado,21,6-2,37,Home
2002,10,Air Force,22,6-2,26,Away,Wyoming,99,2-6,34,Home
2002,10,Washington,99,4-4,16,Away,Arizona State,23,7-2,27,Home
2002,10,Ball State,99,3-5,20,Away,Bowling Green,24,7-0,38,Home
