Year,Week,Team1,Team1Rank,Team1Record,Team1Score,Team1Home,Team2,Team2Rank,Team2Record,Team2Score,Team2Home
2013,3,TCU,24,1-2,10,Away,Texas Tech,99,3-0,20,Home
2013,3,Alabama,1,2-0,49,Away,Texas A&M,6,2-1,42,Home
2013,3,Tennessee,99,2-1,14,Away,Oregon,2,3-0,59,Home
2013,3,Ohio State,4,3-0,52,Away,California,99,1-2,34,Home
2013,3,Stanford,5,2-0,34,Away,Army,99,1-2,20,Home
2013,3,Louisville,7,3-0,27,Away,Kentucky,99,1-2,13,Home
2013,3,Kent State,99,1-2,13,Away,LSU,8,3-0,45,Home
2013,3,Nevada,99,1-2,7,Away,Florida State,10,2-0,62,Home
2013,3,Akron,99,1-2,24,Away,Michigan,11,3-0,28,Home
2013,3,Lamar,99,1-2,3,Away,Oklahoma State,12,3-0,59,Home
2013,3,Vanderbilt,99,1-2,25,Away,South Carolina,13,2-1,35,Home
2013,3,Tulsa,99,1-2,20,Away,Oklahoma,14,3-0,51,Home
2013,3,UCLA,16,2-0,41,Away,Nebraska,23,2-1,21,Home
2013,3,Western Michigan,99,0-3,17,Away,Northwestern,17,3-0,38,Home
2013,3,Washington,19,2-0,34,Away,Illinois,99,2-1,24,Home
2013,3,Wisconsin,20,2-1,30,Away,Arizona State,99,2-0,32,Home
2013,3,Notre Dame,21,2-1,31,Away,Purdue,99,1-2,24,Home
2013,3,Ole Miss,25,3-0,44,Away,Texas,99,1-2,23,Home
