Year,Week,Team1,Team1Rank,Team1Record,Team1Score,Team1Home,Team2,Team2Rank,Team2Record,Team2Score,Team2Home
2004,10,Virginia Tech,22,6-2,34,Away,Georgia Tech,99,4-3,20,Home
2004,10,Hawaii,99,3-4,3,Away,Boise State,18,8-0,69,Home
2004,10,USC,1,8-0,42,Away,Washington State,99,3-5,12,Home
2004,10,Oklahoma,2,8-0,38,Away,Oklahoma State,20,6-2,35,Home
2004,10,Auburn,3,9-0,35,Away,Ole Miss,99,3-5,14,Home
2004,10,Miami,4,6-1,28,Away,North Carolina,99,4-4,31,Home
2004,10,Florida State,5,6-2,17,Away,Maryland,99,4-4,20,Home
2004,10,Arizona State,20,6-2,0,Away,California,7,6-1,27,Home
2004,10,Texas,8,7-1,31,Away,Colorado,99,4-4,7,Home
2004,10,Utah,9,8-0,51,Away,San Diego State,99,2-6,28,Home
2004,10,Florida,99,4-4,24,Away,Georgia,10,7-1,31,Home
2004,10,Tennessee,11,7-1,43,Away,South Carolina,99,5-3,29,Home
2004,10,Michigan State,99,4-4,37,Away,Michigan,12,8-1,45,Home
2004,10,West Virginia,15,7-1,35,Away,Rutgers,99,4-4,30,Home
2004,10,Texas A&M,16,6-2,34,Away,Baylor,99,3-5,35,Home
2004,10,Purdue,17,5-3,10,Away,Northwestern,99,4-4,13,Home
2004,10,Vanderbilt,99,2-6,7,Away,LSU,19,6-2,24,Home
2004,10,Iowa,23,6-2,23,Away,Illinois,99,2-7,13,Home
2004,10,Minnesota,24,6-3,21,Away,Indiana,99,3-5,30,Home
