Year,Week,Team1,Team1Rank,Team1Record,Team1Score,Team1Home,Team2,Team2Rank,Team2Record,Team2Score,Team2Home
2012,2,Western Kentucky,99,1-1,0,Away,Alabama,1,2-0,35,Home
2012,2,USC,2,2-0,42,Away,Syracuse,99,0-2,29,Home
2012,2,Washington,99,1-1,3,Away,LSU,3,2-0,41,Home
2012,2,Fresno State,99,1-1,25,Away,Oregon,4,2-0,42,Home
2012,2,Florida A&M,99,0-2,13,Away,Oklahoma,5,2-0,69,Home
2012,2,Savannah State,99,0-2,0,Away,Florida State,6,2-0,55,Home
2012,2,Georgia,7,2-0,41,Away,Missouri,99,1-1,20,Home
2012,2,Louisiana Monroe,99,1-0,34,Away,Arkansas,8,1-1,31,Home
2012,2,East Carolina,99,1-1,10,Away,South Carolina,9,2-0,48,Home
2012,2,Michigan State,11,2-0,41,Away,Central Michigan,99,1-1,7,Home
2012,2,Ball State,99,1-1,27,Away,Clemson,12,2-0,52,Home
2012,2,Wisconsin,13,1-1,7,Away,Oregon State,99,1-0,10,Home
2012,2,UCF,99,1-1,16,Away,Ohio State,14,2-0,31,Home
2012,2,Austin Peay,99,0-2,7,Away,Virginia Tech,15,2-0,42,Home
2012,2,Nebraska,16,1-1,30,Away,UCLA,99,2-0,36,Home
2012,2,New Mexico,99,1-1,0,Away,Texas,17,2-0,45,Home
2012,2,Oklahoma State,18,1-1,38,Away,Arizona,99,2-0,59,Home
2012,2,Air Force,99,1-1,25,Away,Michigan,19,1-1,31,Home
2012,2,Grambling State,99,0-2,0,Away,TCU,20,1-0,56,Home
2012,2,Miami,99,1-1,13,Away,Kansas State,21,2-0,52,Home
2012,2,Purdue,99,1-1,17,Away,Notre Dame,22,2-0,20,Home
2012,2,Missouri State,99,0-2,7,Away,Louisville,23,2-0,35,Home
2012,2,Florida,24,2-0,20,Away,Texas A&M,99,0-1,17,Home
2012,2,Duke,99,1-1,13,Away,Stanford,25,2-0,50,Home
