Year,Week,Team1,Team1Rank,Team1Record,Team1Score,Team1Home,Team2,Team2Rank,Team2Record,Team2Score,Team2Home
2010,6,Nebraska,7,5-0,48,Away,Kansas State,99,4-1,13,Home
2010,6,Oklahoma State,22,5-0,54,Away,Louisiana Lafayette,99,2-3,28,Home
2010,6,Alabama,1,5-1,21,Away,South Carolina,19,4-1,35,Home
2010,6,Indiana,99,3-2,10,Away,Ohio State,2,6-0,38,Home
2010,6,Oregon,3,6-0,43,Away,Washington State,99,1-5,23,Home
2010,6,Toledo,99,3-3,14,Away,Boise State,4,5-0,57,Home
2010,6,Wyoming,99,2-4,0,Away,TCU,5,6-0,45,Home
2010,6,Auburn,8,6-0,37,Away,Kentucky,99,3-3,34,Home
2010,6,Oregon State,99,3-2,29,Away,Arizona,9,4-1,27,Home
2010,6,Utah,10,5-0,68,Away,Iowa State,99,3-3,27,Home
2010,6,Arkansas,11,4-1,24,Away,Texas A&M,99,3-2,17,Home
2010,6,LSU,12,6-0,33,Away,Florida,14,4-2,29,Home
2010,6,Florida State,23,5-1,45,Away,Miami,13,3-2,17,Home
2010,6,USC,99,4-2,35,Away,Stanford,16,5-1,37,Home
2010,6,Michigan State,17,6-0,34,Away,Michigan,18,5-1,17,Home
2010,6,Minnesota,99,1-5,23,Away,Wisconsin,20,5-1,41,Home
2010,6,San José State,99,1-5,13,Away,Nevada,21,6-0,35,Home
2010,6,Colorado,99,3-2,0,Away,Missouri,24,5-0,26,Home
2010,6,Colorado State,99,1-5,27,Away,Air Force,25,5-1,49,Home
