Year,Week,Team1,Team1Rank,Team1Record,Team1Score,Team1Home,Team2,Team2Rank,Team2Record,Team2Score,Team2Home
2004,5,Miami,4,3-0,38,Away,Houston,99,1-3,13,Home
2004,5,BYU,99,1-3,27,Away,Boise State,21,4-0,28,Home
2004,5,USC,1,4-0,31,Away,Stanford,99,2-1,28,Home
2004,5,Rice,99,2-1,13,Away,Texas,5,3-0,35,Home
2004,5,James Madison,99,2-1,10,Away,West Virginia,6,4-0,45,Home
2004,5,Clemson,99,1-3,22,Away,Florida State,8,2-1,41,Home
2004,5,The Citadel,99,0-2,3,Away,Auburn,9,4-0,33,Home
2004,5,Louisiana Tech,99,2-2,17,Away,Tennessee,11,3-0,42,Home
2004,5,Syracuse,99,2-2,10,Away,Virginia,12,4-0,31,Home
2004,5,Mississippi State,99,1-3,0,Away,LSU,13,3-1,51,Home
2004,5,Air Force,99,2-2,35,Away,Utah,14,4-0,49,Home
2004,5,Purdue,15,3-0,38,Away,Illinois,99,2-2,30,Home
2004,5,Kentucky,99,1-2,3,Away,Florida,16,2-1,20,Home
2004,5,Iowa,99,2-2,17,Away,Michigan,18,3-1,30,Home
2004,5,Northwestern,99,1-3,17,Away,Minnesota,19,4-0,43,Home
2004,5,Penn State,99,2-2,3,Away,Wisconsin,20,4-0,16,Home
2004,5,Oregon State,99,1-3,14,Away,Arizona State,22,4-0,27,Home
2004,5,Maryland,23,3-1,55,Away,Duke,99,0-4,21,Home
2004,5,Louisville,24,3-0,34,Away,North Carolina,99,2-2,0,Home
