Year,Week,Team1,Team1Rank,Team1Record,Team1Score,Team1Home,Team2,Team2Rank,Team2Record,Team2Score,Team2Home
2013,8,Miami,10,6-0,27,Away,North Carolina,99,1-5,23,Home
2013,8,UCF,99,5-1,38,Away,Louisville,8,6-1,35,Home
2013,8,Arkansas,99,3-5,0,Away,Alabama,1,7-0,52,Home
2013,8,Washington State,99,4-4,38,Away,Oregon,2,7-0,62,Home
2013,8,Florida State,5,6-0,51,Away,Clemson,3,6-1,14,Home
2013,8,Iowa,99,4-3,24,Away,Ohio State,4,7-0,34,Home
2013,8,LSU,6,6-2,24,Away,Ole Miss,99,4-3,27,Home
2013,8,Auburn,24,6-1,45,Away,Texas A&M,7,5-2,41,Home
2013,8,UCLA,9,5-1,10,Away,Stanford,13,6-1,24,Home
2013,8,South Carolina,11,5-2,21,Away,Tennessee,99,4-3,23,Home
2013,8,Iowa State,99,1-5,7,Away,Baylor,12,6-0,71,Home
2013,8,Florida,22,4-3,17,Away,Missouri,14,7-0,36,Home
2013,8,Georgia,15,4-3,27,Away,Vanderbilt,99,4-3,31,Home
2013,8,Texas Tech,16,7-0,37,Away,West Virginia,99,3-4,27,Home
2013,8,UNLV,99,4-3,14,Away,Fresno State,17,6-0,38,Home
2013,8,Oklahoma,18,6-1,34,Away,Kansas,99,2-4,19,Home
2013,8,Washington,20,4-3,24,Away,Arizona State,99,5-2,53,Home
2013,8,TCU,99,3-4,10,Away,Oklahoma State,21,5-1,24,Home
2013,8,Northern Illinois,23,7-0,38,Away,Central Michigan,99,3-5,17,Home
2013,8,Wisconsin,25,5-2,56,Away,Illinois,99,3-3,32,Home
