Year,Week,Team1,Team1Rank,Team1Record,Team1Score,Team1Home,Team2,Team2Rank,Team2Record,Team2Score,Team2Home
2002,6,Florida State,4,4-1,20,Away,Louisville,99,3-2,26,Home
2002,6,South Florida,99,2-2,14,Away,Oklahoma,2,4-0,31,Home
2002,6,Texas,3,4-0,49,Away,Tulane,99,2-3,0,Home
2002,6,Virginia Tech,5,5-0,30,Away,Western Michigan,99,1-3,0,Home
2002,6,Indiana,99,2-3,17,Away,Ohio State,6,5-0,45,Home
2002,6,Kentucky,99,4-1,34,Away,Florida,7,4-1,41,Home
2002,6,New Mexico State,99,1-3,10,Away,Georgia,8,4-0,41,Home
2002,6,Rutgers,99,1-4,14,Away,Tennessee,11,3-1,35,Home
2002,6,Iowa,99,4-1,42,Away,Penn State,12,3-1,35,Home
2002,6,Idaho,99,1-4,27,Away,Washington,13,3-1,41,Home
2002,6,Michigan,14,4-1,45,Away,Illinois,99,1-4,28,Home
2002,6,Washington State,16,4-1,48,Away,California,99,3-2,38,Home
2002,6,Massachusetts,99,2-2,24,Away,NC State,17,6-0,56,Home
2002,6,Oregon State,23,4-1,0,Away,USC,18,3-1,22,Home
2002,6,Nebraska,20,3-2,14,Away,Iowa State,19,5-1,36,Home
2002,6,Mississippi State,99,1-3,13,Away,LSU,22,3-1,31,Home
2002,6,Louisiana Tech,99,2-3,3,Away,Texas A&M,24,3-1,31,Home
2002,6,Colorado State,25,4-1,32,Away,Nevada,99,2-2,28,Home
