Year,Week,Team1,Team1Rank,Team1Record,Team1Score,Team1Home,Team2,Team2Rank,Team2Record,Team2Score,Team2Home
2003,13,Marshall,99,6-4,6,Away,Miami (OH),23,9-1,45,Home
2003,13,Baylor,99,3-8,3,Away,Oklahoma,1,11-0,41,Home
2003,13,USC,2,9-1,45,Away,Arizona,99,2-9,0,Home
2003,13,LSU,3,9-1,27,Away,Alabama,99,4-7,3,Home
2003,13,Purdue,11,8-3,13,Away,Ohio State,4,10-1,16,Home
2003,13,Michigan,5,9-2,41,Away,Northwestern,99,5-6,10,Home
2003,13,Texas Tech,99,7-4,40,Away,Texas,6,9-2,43,Home
2003,13,Auburn,99,6-5,7,Away,Georgia,7,8-2,26,Home
2003,13,Arizona State,99,4-7,19,Away,Washington State,8,9-2,34,Home
2003,13,Mississippi State,99,2-8,21,Away,Tennessee,9,8-2,59,Home
2003,13,Cincinnati,99,5-5,10,Away,TCU,10,10-0,43,Home
2003,13,Virginia Tech,12,8-2,24,Away,Temple,99,1-9,23,Home
2003,13,NC State,99,7-4,44,Away,Florida State,13,9-2,50,Home
2003,13,Syracuse,99,5-4,10,Away,Miami,14,8-2,17,Home
2003,13,Florida,15,8-3,24,Away,South Carolina,99,5-6,22,Home
2003,13,Pittsburgh,16,7-3,31,Away,West Virginia,99,6-4,52,Home
2003,13,Kansas State,99,9-3,38,Away,Nebraska,18,8-3,9,Home
2003,13,Minnesota,19,9-3,22,Away,Iowa,20,8-3,40,Home
2003,13,Michigan State,21,7-4,21,Away,Wisconsin,99,7-4,56,Home
2003,13,Northern Illinois,21,9-2,30,Away,Toledo,99,7-3,49,Home
2003,13,UTEP,99,2-9,21,Away,Boise State,24,9-1,51,Home
2003,13,Kent State,99,4-7,33,Away,Bowling Green,25,8-2,42,Home
