Year,Week,Team1,Team1Rank,Team1Record,Team1Score,Team1Home,Team2,Team2Rank,Team2Record,Team2Score,Team2Home
2011,2,Arizona,99,1-1,14,Away,Oklahoma State,9,2-0,37,Home
2011,2,Missouri,21,1-1,30,Away,Arizona State,99,2-0,37,Home
2011,2,Northwestern State,99,1-1,3,Away,LSU,2,2-0,49,Home
2011,2,Alabama,3,2-0,27,Away,Penn State,23,1-1,11,Home
2011,2,Charleston Southern,99,0-2,10,Away,Florida State,5,2-0,62,Home
2011,2,Stanford,6,2-0,44,Away,Duke,99,0-2,14,Home
2011,2,Oregon State,99,0-2,0,Away,Wisconsin,8,2-0,35,Home
2011,2,Fresno State,99,0-2,29,Away,Nebraska,10,2-0,42,Home
2011,2,Virginia Tech,11,2-0,17,Away,East Carolina,99,0-2,10,Home
2011,2,South Carolina,12,2-0,45,Away,Georgia,99,0-2,42,Home
2011,2,Nevada,99,0-1,20,Away,Oregon,13,1-1,69,Home
2011,2,New Mexico,99,0-2,3,Away,Arkansas,14,2-0,52,Home
2011,2,Toledo,99,1-1,22,Away,Ohio State,15,2-0,27,Home
2011,2,Mississippi State,16,1-1,34,Away,Auburn,99,2-0,41,Home
2011,2,Florida Atlantic,99,0-2,0,Away,Michigan State,17,2-0,44,Home
2011,2,UAB,99,0-1,0,Away,Florida,18,2-0,39,Home
2011,2,Norfolk State,99,1-1,12,Away,West Virginia,19,2-0,55,Home
2011,2,Ball State,99,1-1,7,Away,South Florida,22,2-0,37,Home
2011,2,BYU,99,1-1,16,Away,Texas,24,2-0,17,Home
2011,2,TCU,25,1-1,35,Away,Air Force,99,1-1,19,Home
