Year,Week,Team1,Team1Rank,Team1Record,Team1Score,Team1Home,Team2,Team2Rank,Team2Record,Team2Score,Team2Home
2014,2,The Citadel,99,0-2,12,Away,Florida State,1,2-0,37,Home
2014,2,Florida Atlantic,99,0-2,0,Away,Alabama,2,2-0,41,Home
2014,2,Michigan State,7,1-1,27,Away,Oregon,3,2-0,46,Home
2014,2,Oklahoma,4,2-0,52,Away,Tulsa,99,1-1,7,Home
2014,2,San José State,99,1-1,13,Away,Auburn,5,2-0,59,Home
2014,2,Virginia Tech,99,2-0,35,Away,Ohio State,8,1-1,21,Home
2014,2,Lamar,99,1-1,3,Away,Texas A&M,9,2-0,73,Home
2014,2,Northwestern State,99,0-2,6,Away,Baylor,10,2-0,70,Home
2014,2,Memphis,99,1-1,35,Away,UCLA,11,2-0,42,Home
2014,2,Sam Houston State,99,1-2,0,Away,LSU,12,2-0,56,Home
2014,2,USC,14,2-0,13,Away,Stanford,13,1-1,10,Home
2014,2,Ole Miss,15,2-0,41,Away,Vanderbilt,99,0-2,3,Home
2014,2,Michigan,99,1-1,0,Away,Notre Dame,16,2-0,31,Home
2014,2,Arizona State,17,2-0,58,Away,New Mexico,99,0-2,23,Home
2014,2,Western Illinois,99,1-1,3,Away,Wisconsin,18,1-1,37,Home
2014,2,McNeese State,99,0-1,24,Away,Nebraska,19,2-0,31,Home
2014,2,Kansas State,20,2-0,32,Away,Iowa State,99,0-2,28,Home
2014,2,East Carolina,99,1-1,23,Away,South Carolina,21,1-1,33,Home
2014,2,San Diego State,99,1-1,27,Away,North Carolina,21,2-0,31,Home
2014,2,South Carolina State,99,1-1,7,Away,Clemson,23,1-1,73,Home
2014,2,Missouri,24,2-0,49,Away,Toledo,99,1-1,24,Home
2014,2,Murray State,99,1-1,21,Away,Louisville,25,2-0,66,Home
