Year,Week,Team1,Team1Rank,Team1Record,Team1Score,Team1Home,Team2,Team2Rank,Team2Record,Team2Score,Team2Home
2014,4,Auburn,5,3-0,20,Away,Kansas State,20,2-1,14,Home
2014,4,Clemson,22,1-2,17,Away,Florida State,1,3-0,23,Home
2014,4,Oregon,2,4-0,38,Away,Washington State,99,1-3,31,Home
2014,4,Florida,99,2-1,21,Away,Alabama,3,4-0,42,Home
2014,4,Oklahoma,4,4-0,45,Away,West Virginia,99,2-2,33,Home
2014,4,Texas A&M,6,4-0,58,Away,SMU,99,0-3,6,Home
2014,4,Mississippi State,99,4-0,34,Away,LSU,8,3-1,29,Home
2014,4,Eastern Michigan,99,1-3,14,Away,Michigan State,11,2-1,73,Home
2014,4,Troy,99,0-4,0,Away,Georgia,13,2-1,66,Home
2014,4,South Carolina,14,3-1,48,Away,Vanderbilt,99,1-3,34,Home
2014,4,Indiana,99,2-1,31,Away,Missouri,18,3-1,27,Home
2014,4,Bowling Green,99,2-2,17,Away,Wisconsin,19,2-1,68,Home
2014,4,Virginia,99,2-2,33,Away,BYU,21,4-0,41,Home
2014,4,Miami,99,2-2,31,Away,Nebraska,24,4-0,41,Home
