Year,Week,Team1,Team1Rank,Team1Record,Team1Score,Team1Home,Team2,Team2Rank,Team2Record,Team2Score,Team2Home
2014,6,Arizona,99,5-0,31,Away,Oregon,2,4-1,24,Home
2014,6,Utah State,99,3-2,35,Away,BYU,18,4-1,20,Home
2014,6,Wake Forest,99,2-4,3,Away,Florida State,1,5-0,43,Home
2014,6,Alabama,3,4-1,17,Away,Ole Miss,11,5-0,23,Home
2014,6,Oklahoma,4,4-1,33,Away,TCU,25,4-0,37,Home
2014,6,LSU,15,4-2,7,Away,Auburn,5,5-0,41,Home
2014,6,Texas A&M,6,5-1,31,Away,Mississippi State,12,5-0,48,Home
2014,6,Baylor,7,5-0,28,Away,Texas,99,2-3,7,Home
2014,6,Utah,99,4-1,30,Away,UCLA,8,4-1,28,Home
2014,6,Stanford,14,3-2,14,Away,Notre Dame,9,5-0,17,Home
2014,6,Nebraska,19,5-1,22,Away,Michigan State,10,4-1,27,Home
2014,6,Vanderbilt,99,1-5,17,Away,Georgia,13,4-1,44,Home
2014,6,Arizona State,99,4-1,38,Away,USC,16,3-2,34,Home
2014,6,Wisconsin,17,3-2,14,Away,Northwestern,99,3-2,20,Home
2014,6,Ohio State,20,4-1,52,Away,Maryland,99,4-2,24,Home
2014,6,Iowa State,99,1-4,20,Away,Oklahoma State,21,4-1,37,Home
2014,6,SMU,99,0-5,24,Away,East Carolina,22,4-1,45,Home
2014,6,Texas Tech,99,2-3,13,Away,Kansas State,23,4-1,45,Home
