Year,Week,Team1,Team1Rank,Team1Record,Team1Score,Team1Home,Team2,Team2Rank,Team2Record,Team2Score,Team2Home
2008,3,Kansas,13,2-1,34,Away,South Florida,19,3-0,37,Home
2008,3,Ohio State,5,2-1,3,Away,USC,1,2-0,35,Home
2008,3,Georgia,2,3-0,14,Away,South Carolina,99,1-2,7,Home
2008,3,Oklahoma,3,3-0,55,Away,Washington,99,0-3,14,Home
2008,3,Nevada,99,1-2,17,Away,Missouri,6,3-0,69,Home
2008,3,North Texas,99,0-3,3,Away,LSU,7,2-0,41,Home
2008,3,Auburn,9,3-0,3,Away,Mississippi State,99,1-2,2,Home
2008,3,Wisconsin,10,3-0,13,Away,Fresno State,21,1-1,10,Home
2008,3,Western Kentucky,99,1-2,7,Away,Alabama,11,3-0,41,Home
2008,3,SMU,99,1-2,7,Away,Texas Tech,12,3-0,43,Home
2008,3,East Carolina,14,3-0,28,Away,Tulane,99,0-2,24,Home
2008,3,UNLV,99,2-1,23,Away,Arizona State,15,2-1,20,Home
2008,3,Oregon,16,3-0,32,Away,Purdue,99,1-1,26,Home
2008,3,Penn State,17,3-0,55,Away,Syracuse,99,0-3,13,Home
2008,3,UCLA,99,1-1,0,Away,BYU,18,3-0,59,Home
2008,3,Utah,22,3-0,58,Away,Utah State,99,0-3,10,Home
2008,3,California,23,2-1,27,Away,Maryland,99,2-1,35,Home
2008,3,Louisiana Lafayette,99,0-2,17,Away,Illinois,24,2-1,20,Home
