Year,Week,Team1,Team1Rank,Team1Record,Team1Score,Team1Home,Team2,Team2Rank,Team2Record,Team2Score,Team2Home
2017,6,Louisville,17,4-2,25,Away,NC State,24,5-1,39,Home
2017,6,Alabama,1,6-0,27,Away,Texas A&M,99,4-2,19,Home
2017,6,Wake Forest,99,4-2,14,Away,Clemson,2,6-0,28,Home
2017,6,Iowa State,99,3-2,38,Away,Oklahoma,3,4-1,31,Home
2017,6,Penn State,4,6-0,31,Away,Northwestern,99,2-3,7,Home
2017,6,Georgia,5,6-0,45,Away,Vanderbilt,99,3-3,14,Home
2017,6,California,99,3-3,7,Away,Washington,6,6-0,38,Home
2017,6,Michigan State,99,4-1,14,Away,Michigan,7,4-1,10,Home
2017,6,West Virginia,23,3-2,24,Away,TCU,8,5-0,31,Home
2017,6,Wisconsin,9,5-0,38,Away,Nebraska,99,3-3,17,Home
2017,6,Maryland,99,3-2,14,Away,Ohio State,10,5-1,62,Home
2017,6,Washington State,11,6-0,33,Away,Oregon,99,4-2,10,Home
2017,6,Ole Miss,99,2-3,23,Away,Auburn,12,5-1,44,Home
2017,6,Miami,13,4-0,24,Away,Florida State,99,1-3,20,Home
2017,6,Oregon State,99,1-5,10,Away,USC,14,5-1,38,Home
2017,6,Virginia Tech,16,5-1,23,Away,Boston College,99,2-4,10,Home
2017,6,San Diego State,19,6-0,41,Away,UNLV,99,2-3,10,Home
2017,6,Stanford,99,4-2,23,Away,Utah,20,4-1,20,Home
2017,6,Notre Dame,21,5-1,33,Away,North Carolina,99,1-5,10,Home
2017,6,LSU,99,4-2,17,Away,Florida,21,3-2,16,Home
2017,6,UCF,25,4-0,51,Away,Cincinnati,99,2-4,23,Home
