Year,Week,Team1,Team1Rank,Team1Record,Team1Score,Team1Home,Team2,Team2Rank,Team2Record,Team2Score,Team2Home
2016,8,BYU,99,4-4,27,Away,Boise State,14,7-0,28,Home
2016,8,Texas A&M,6,6-1,14,Away,Alabama,1,8-0,33,Home
2016,8,Ohio State,2,6-1,21,Away,Penn State,99,5-2,24,Home
2016,8,Illinois,99,2-5,8,Away,Michigan,3,7-0,41,Home
2016,8,Oregon State,99,2-5,17,Away,Washington,5,7-0,41,Home
2016,8,NC State,99,4-3,13,Away,Louisville,7,6-1,54,Home
2016,8,Purdue,99,3-4,14,Away,Nebraska,8,7-0,27,Home
2016,8,Wisconsin,10,5-2,17,Away,Iowa,99,5-3,9,Home
2016,8,Houston,11,6-2,16,Away,SMU,99,3-4,38,Home
2016,8,TCU,99,4-3,10,Away,West Virginia,12,6-0,34,Home
2016,8,Oklahoma,16,5-2,66,Away,Texas Tech,99,3-4,59,Home
2016,8,Arkansas,17,5-3,3,Away,Auburn,21,5-2,56,Home
2016,8,Utah,19,7-1,52,Away,UCLA,99,3-5,45,Home
2016,8,Eastern Michigan,99,5-3,31,Away,Western Michigan,20,8-0,45,Home
2016,8,North Carolina,22,6-2,35,Away,Virginia,99,2-5,14,Home
2016,8,Ole Miss,23,3-4,21,Away,LSU,25,5-2,38,Home
2016,8,Memphis,99,5-2,28,Away,Navy,24,5-1,42,Home
