Year,Week,Team1,Team1Rank,Team1Record,Team1Score,Team1Home,Team2,Team2Rank,Team2Record,Team2Score,Team2Home
2007,7,Florida State,21,4-2,21,Away,Wake Forest,99,4-2,24,Home
2007,7,Hawaii,16,7-0,42,Away,San José State,99,3-4,35,Home
2007,7,LSU,1,6-1,37,Away,Kentucky,17,6-1,43,Home
2007,7,Oregon State,99,4-3,31,Away,California,2,5-1,28,Home
2007,7,Kent State,99,3-4,3,Away,Ohio State,3,7-0,48,Home
2007,7,Boston College,4,7-0,27,Away,Notre Dame,99,1-6,14,Home
2007,7,UCF,99,3-3,12,Away,South Florida,5,6-0,64,Home
2007,7,Missouri,11,5-1,31,Away,Oklahoma,6,6-1,41,Home
2007,7,South Carolina,7,6-1,21,Away,North Carolina,99,2-5,15,Home
2007,7,Washington State,99,2-5,7,Away,Oregon,9,5-1,53,Home
2007,7,Arizona,99,2-5,13,Away,USC,10,5-1,20,Home
2007,7,Virginia Tech,12,6-1,43,Away,Duke,99,1-6,14,Home
2007,7,Washington,99,2-4,20,Away,Arizona State,14,7-0,44,Home
2007,7,Louisville,99,4-3,28,Away,Cincinnati,15,6-1,24,Home
2007,7,Illinois,18,5-2,6,Away,Iowa,99,3-4,10,Home
2007,7,Wisconsin,19,5-2,7,Away,Penn State,99,5-2,38,Home
2007,7,Baylor,99,3-4,10,Away,Kansas,20,6-0,58,Home
2007,7,Auburn,22,5-2,9,Away,Arkansas,99,3-3,7,Home
2007,7,Texas,23,5-2,56,Away,Iowa State,99,1-6,3,Home
2007,7,Georgia,24,5-2,20,Away,Vanderbilt,99,3-3,17,Home
2007,7,Tennessee,25,4-2,33,Away,Mississippi State,99,4-3,21,Home
