Year,Week,Team1,Team1Rank,Team1Record,Team1Score,Team1Home,Team2,Team2Rank,Team2Record,Team2Score,Team2Home
2002,11,Colorado State,24,8-2,31,Away,Air Force,99,6-3,12,Home
2002,11,Miami,1,8-0,42,Away,Rutgers,99,1-8,17,Home
2002,11,Colorado,13,6-3,11,Away,Oklahoma,2,8-0,27,Home
2002,11,Pittsburgh,99,7-2,28,Away,Virginia Tech,3,8-1,21,Home
2002,11,Boston College,99,5-3,14,Away,Notre Dame,4,8-1,7,Home
2002,11,Florida,99,6-3,20,Away,Georgia,5,8-1,13,Home
2002,11,Minnesota,23,7-2,3,Away,Ohio State,6,10-0,34,Home
2002,11,Texas,7,8-1,27,Away,Nebraska,99,6-4,24,Home
2002,11,Arizona State,16,7-3,22,Away,Washington State,8,8-1,44,Home
2002,11,Wisconsin,99,6-4,3,Away,Iowa,9,9-1,20,Home
2002,11,Georgia Tech,99,6-3,24,Away,NC State,10,9-1,17,Home
2002,11,Alabama,12,7-2,30,Away,Vanderbilt,99,2-7,8,Home
2002,11,Kansas State,14,7-2,64,Away,Kansas,99,2-8,0,Home
2002,11,Michigan State,99,3-6,3,Away,Michigan,15,7-2,49,Home
2002,11,Florida State,18,6-3,34,Away,Wake Forest,99,5-5,21,Home
2002,11,Stanford,99,2-6,14,Away,Oregon,19,7-2,41,Home
2002,11,Illinois,99,3-6,7,Away,Penn State,20,6-3,18,Home
2002,11,Bowling Green,21,8-0,45,Away,Kent State,99,3-6,14,Home
2002,11,Missouri,99,4-5,35,Away,Iowa State,22,7-3,42,Home
2002,11,Tennessee,25,5-3,18,Away,South Carolina,99,5-4,10,Home
