Year,Week,Team1,Team1Rank,Team1Record,Team1Score,Team1Home,Team2,Team2Rank,Team2Record,Team2Score,Team2Home
2005,6,NC State,99,2-2,17,Away,Georgia Tech,24,3-2,14,Home
2005,6,Arizona,99,1-4,21,Away,USC,1,5-0,42,Home
2005,6,Oklahoma,99,2-3,12,Away,Texas,2,5-0,45,Home
2005,6,Marshall,99,2-3,14,Away,Virginia Tech,3,6-0,41,Home
2005,6,Wake Forest,99,2-4,24,Away,Florida State,4,5-0,41,Home
2005,6,Georgia,5,5-0,27,Away,Tennessee,8,3-2,14,Home
2005,6,Ohio State,6,3-2,10,Away,Penn State,16,6-0,17,Home
2005,6,Duke,99,1-5,7,Away,Miami,9,4-1,52,Home
2005,6,California,10,5-1,40,Away,UCLA,20,5-0,47,Home
2005,6,LSU,11,3-1,34,Away,Vanderbilt,99,4-2,6,Home
2005,6,Mississippi State,99,2-4,9,Away,Florida,13,5-1,35,Home
2005,6,Wisconsin,14,5-1,48,Away,Northwestern,99,3-2,51,Home
2005,6,Texas Tech,15,5-0,34,Away,Nebraska,99,4-1,31,Home
2005,6,Oregon,25,5-1,31,Away,Arizona State,17,3-3,17,Home
2005,6,Virginia,99,3-2,17,Away,Boston College,18,5-1,28,Home
2005,6,Minnesota,99,5-1,23,Away,Michigan,21,3-3,20,Home
2005,6,North Carolina,99,2-3,14,Away,Louisville,23,4-1,69,Home
