Year,Week,Team1,Team1Rank,Team1Record,Team1Score,Team1Home,Team2,Team2Rank,Team2Record,Team2Score,Team2Home
2012,13,TCU,99,7-4,20,Away,Texas,16,8-3,13,Home
2012,13,LSU,7,10-2,20,Away,Arkansas,99,4-8,13,Home
2012,13,Nebraska,14,10-2,13,Away,Iowa,99,4-8,7,Home
2012,13,Ohio,99,8-4,6,Away,Kent State,23,11-1,28,Home
2012,13,Arizona State,99,7-5,41,Away,Arizona,24,7-5,34,Home
2012,13,Washington,25,7-5,28,Away,Washington State,99,3-9,31,Home
2012,13,Notre Dame,1,12-0,22,Away,USC,99,7-5,13,Home
2012,13,Auburn,99,3-9,0,Away,Alabama,2,11-1,49,Home
2012,13,Georgia Tech,99,6-6,10,Away,Georgia,3,11-1,42,Home
2012,13,Florida,4,11-1,37,Away,Florida State,10,10-2,26,Home
2012,13,Oregon,5,11-1,48,Away,Oregon State,15,8-3,24,Home
2012,13,Stanford,8,10-2,35,Away,UCLA,17,9-3,17,Home
2012,13,Missouri,99,5-7,29,Away,Texas A&M,9,10-2,59,Home
2012,13,South Carolina,12,10-2,27,Away,Clemson,11,10-2,17,Home
2012,13,Oklahoma State,21,7-4,48,Away,Oklahoma,13,9-2,51,Home
2012,13,Rutgers,18,9-2,6,Away,Pittsburgh,99,5-6,27,Home
2012,13,Michigan,19,8-4,21,Away,Ohio State,99,12-0,26,Home
2012,13,Connecticut,99,5-6,23,Away,Louisville,20,9-2,20,Home
