Year,Week,Team1,Team1Rank,Team1Record,Team1Score,Team1Home,Team2,Team2Rank,Team2Record,Team2Score,Team2Home
2009,6,Nebraska,21,4-1,27,Away,Missouri,24,4-1,12,Home
2009,6,Florida,1,5-0,13,Away,LSU,4,5-1,3,Home
2009,6,Colorado,99,1-4,14,Away,Texas,2,5-0,38,Home
2009,6,Alabama,3,6-0,22,Away,Ole Miss,20,3-2,3,Home
2009,6,Boston College,99,4-2,14,Away,Virginia Tech,5,5-1,48,Home
2009,6,Wisconsin,99,5-1,13,Away,Ohio State,9,5-1,31,Home
2009,6,TCU,10,5-0,20,Away,Air Force,99,3-3,17,Home
2009,6,Florida A&M,99,4-1,16,Away,Miami,11,4-1,48,Home
2009,6,Michigan,99,4-2,28,Away,Iowa,12,6-0,30,Home
2009,6,Oregon,13,5-1,24,Away,UCLA,99,3-2,10,Home
2009,6,Eastern Illinois,99,4-2,3,Away,Penn State,14,5-1,52,Home
2009,6,Oklahoma State,15,4-1,36,Away,Texas A&M,99,3-2,31,Home
2009,6,Iowa State,99,3-3,36,Away,Kansas,16,5-0,41,Home
2009,6,Auburn,17,5-1,23,Away,Arkansas,99,3-2,44,Home
2009,6,BYU,18,5-1,59,Away,UNLV,99,2-4,21,Home
2009,6,Baylor,99,3-2,7,Away,Oklahoma,19,3-2,33,Home
2009,6,Georgia Tech,22,5-1,49,Away,Florida State,99,2-4,44,Home
2009,6,Kentucky,99,2-3,26,Away,South Carolina,25,5-1,28,Home
