Year,Week,Team1,Team1Rank,Team1Record,Team1Score,Team1Home,Team2,Team2Rank,Team2Record,Team2Score,Team2Home
2016,2,Louisville,13,2-0,62,Away,Syracuse,99,1-1,28,Home
2016,2,Western Kentucky,99,1-1,10,Away,Alabama,1,2-0,38,Home
2016,2,Troy,99,1-1,24,Away,Clemson,2,2-0,30,Home
2016,2,Charleston Southern,99,1-2,8,Away,Florida State,3,2-0,52,Home
2016,2,Tulsa,99,1-1,3,Away,Ohio State,4,2-0,48,Home
2016,2,UCF,99,1-1,14,Away,Michigan,5,2-0,51,Home
2016,2,Lamar,99,0-2,0,Away,Houston,6,2-0,42,Home
2016,2,Idaho,99,1-1,14,Away,Washington,8,2-0,59,Home
2016,2,Nicholls,99,0-1,24,Away,Georgia,9,2-0,26,Home
2016,2,Akron,99,1-1,10,Away,Wisconsin,10,2-0,54,Home
2016,2,UTEP,99,1-1,7,Away,Texas,11,2-0,41,Home
2016,2,Louisiana Monroe,99,1-1,17,Away,Oklahoma,14,1-1,59,Home
2016,2,Arkansas,99,2-0,41,Away,TCU,15,1-1,38,Home
2016,2,Iowa State,99,0-2,3,Away,Iowa,16,2-0,42,Home
2016,2,Virginia Tech,99,1-1,24,Away,Tennessee,17,2-0,45,Home
2016,2,Nevada,99,1-1,10,Away,Notre Dame,18,1-1,39,Home
2016,2,Wofford,99,1-1,13,Away,Ole Miss,19,1-1,38,Home
2016,2,Prairie View,99,1-1,0,Away,Texas A&M,20,2-0,67,Home
2016,2,Jacksonville State,99,1-1,13,Away,LSU,21,1-1,34,Home
2016,2,Central Michigan,99,2-0,30,Away,Oklahoma State,22,1-1,27,Home
2016,2,SMU,99,1-1,13,Away,Baylor,23,2-0,40,Home
2016,2,Virginia,99,0-2,26,Away,Oregon,24,2-0,44,Home
2016,2,Florida Atlantic,99,1-1,10,Away,Miami,25,2-0,38,Home
