Year,Week,Team1,Team1Rank,Team1Record,Team1Score,Team1Home,Team2,Team2Rank,Team2Record,Team2Score,Team2Home
2003,8,Michigan,20,5-2,38,Away,Minnesota,17,6-1,35,Home
2003,8,TCU,18,6-0,13,Away,South Florida,99,3-2,10,Home
2003,8,Oklahoma,1,6-0,65,Away,Texas,11,4-2,13,Home
2003,8,Miami,2,6-0,22,Away,Florida State,5,5-1,14,Home
2003,8,Ohio State,3,5-1,10,Away,Wisconsin,23,6-1,17,Home
2003,8,Syracuse,99,3-2,7,Away,Virginia Tech,4,6-0,51,Home
2003,8,Florida,99,4-3,19,Away,LSU,6,5-1,7,Home
2003,8,Auburn,99,4-2,10,Away,Arkansas,7,4-1,3,Home
2003,8,Georgia,8,5-1,41,Away,Tennessee,13,4-2,14,Home
2003,8,Stanford,99,2-2,21,Away,USC,9,5-1,44,Home
2003,8,Nebraska,10,5-1,24,Away,Missouri,99,5-1,41,Home
2003,8,Notre Dame,99,2-3,20,Away,Pittsburgh,15,3-2,14,Home
2003,8,Northern Illinois,16,6-0,40,Away,Central Michigan,99,2-4,24,Home
2003,8,Penn State,99,2-5,14,Away,Purdue,18,5-1,28,Home
2003,8,Michigan State,21,6-1,49,Away,Illinois,99,1-6,14,Home
2003,8,Kansas State,22,4-3,34,Away,Oklahoma State,99,5-1,38,Home
2003,8,Virginia,25,4-2,27,Away,Clemson,99,4-2,30,Home
