Year,Week,Team1,Team1Rank,Team1Record,Team1Score,Team1Home,Team2,Team2Rank,Team2Record,Team2Score,Team2Home
2017,2,Oklahoma State,11,2-0,44,Away,South Alabama,99,0-2,7,Home
2017,2,Fresno State,99,1-1,10,Away,Alabama,1,2-0,41,Home
2017,2,Oklahoma,5,2-0,31,Away,Ohio State,2,1-1,16,Home
2017,2,Auburn,13,1-1,6,Away,Clemson,3,2-0,14,Home
2017,2,Pittsburgh,99,1-1,14,Away,Penn State,4,2-0,33,Home
2017,2,Stanford,14,1-1,24,Away,USC,6,2-0,42,Home
2017,2,Montana,99,1-1,7,Away,Washington,7,2-0,63,Home
2017,2,Cincinnati,99,1-1,14,Away,Michigan,8,2-0,36,Home
2017,2,Florida Atlantic,99,0-2,14,Away,Wisconsin,9,2-0,31,Home
2017,2,Chattanooga,99,0-2,10,Away,LSU,12,2-0,45,Home
2017,2,Georgia,15,2-0,20,Away,Notre Dame,24,1-1,19,Home
2017,2,Louisville,17,2-0,47,Away,North Carolina,99,0-2,35,Home
2017,2,Delaware,99,1-1,0,Away,Virginia Tech,18,2-0,27,Home
2017,2,Charlotte,99,0-2,7,Away,Kansas State,19,2-0,55,Home
2017,2,Boise State,99,1-1,44,Away,Washington State,20,2-0,47,Home
2017,2,TCU,23,2-0,28,Away,Arkansas,99,1-1,7,Home
2017,2,Indiana State,99,0-2,7,Away,Tennessee,25,2-0,42,Home
