Year,Week,Team1,Team1Rank,Team1Record,Team1Score,Team1Home,Team2,Team2Rank,Team2Record,Team2Score,Team2Home
2014,5,UCLA,11,4-0,62,Away,Arizona State,15,3-1,27,Home
2014,5,Texas Tech,99,2-2,35,Away,Oklahoma State,24,3-1,45,Home
2014,5,Florida State,1,4-0,56,Away,NC State,99,4-1,41,Home
2014,5,Louisiana Tech,99,2-3,17,Away,Auburn,5,4-0,45,Home
2014,5,Arkansas,99,3-2,28,Away,Texas A&M,6,5-0,35,Home
2014,5,Baylor,7,4-0,49,Away,Iowa State,99,1-3,28,Home
2014,5,Notre Dame,8,4-0,31,Away,Syracuse,99,2-2,15,Home
2014,5,Wyoming,99,3-2,14,Away,Michigan State,9,3-1,56,Home
2014,5,Memphis,99,2-2,3,Away,Ole Miss,10,4-0,24,Home
2014,5,Tennessee,99,2-2,32,Away,Georgia,12,3-1,35,Home
2014,5,Missouri,99,4-1,21,Away,South Carolina,13,3-2,20,Home
2014,5,Stanford,16,3-1,20,Away,Washington,99,4-1,13,Home
2014,5,New Mexico State,99,2-3,7,Away,LSU,17,4-1,63,Home
2014,5,Oregon State,99,3-1,10,Away,USC,18,3-1,35,Home
2014,5,South Florida,99,2-3,10,Away,Wisconsin,19,3-1,27,Home
2014,5,Illinois,99,3-2,14,Away,Nebraska,21,5-0,45,Home
2014,5,Cincinnati,99,2-1,28,Away,Ohio State,22,3-1,50,Home
2014,5,UTEP,99,2-2,28,Away,Kansas State,25,3-1,58,Home
