Year,Week,Team1,Team1Rank,Team1Record,Team1Score,Team1Home,Team2,Team2Rank,Team2Record,Team2Score,Team2Home
2010,8,UCLA,99,3-4,13,Away,Oregon,2,7-0,60,Home
2010,8,Oklahoma,1,6-1,27,Away,Missouri,11,7-0,36,Home
2010,8,LSU,6,7-1,17,Away,Auburn,4,8-0,24,Home
2010,8,Air Force,99,5-3,7,Away,TCU,5,8-0,38,Home
2010,8,Michigan State,7,8-0,35,Away,Northwestern,99,5-2,27,Home
2010,8,Alabama,8,7-1,41,Away,Tennessee,99,2-5,10,Home
2010,8,Colorado State,99,2-6,6,Away,Utah,9,7-0,59,Home
2010,8,Purdue,99,4-3,0,Away,Ohio State,10,7-1,49,Home
2010,8,Washington State,99,1-7,28,Away,Stanford,12,6-1,38,Home
2010,8,Wisconsin,13,7-1,31,Away,Iowa,15,5-2,30,Home
2010,8,Nebraska,16,6-1,51,Away,Oklahoma State,14,6-1,41,Home
2010,8,Washington,99,3-4,14,Away,Arizona,18,6-1,44,Home
2010,8,Iowa State,99,4-4,28,Away,Texas,19,4-3,21,Home
2010,8,Syracuse,99,5-2,19,Away,West Virginia,20,5-2,14,Home
2010,8,South Carolina,21,5-2,21,Away,Vanderbilt,99,2-5,7,Home
2010,8,Kansas State,22,5-2,42,Away,Baylor,99,6-2,47,Home
2010,8,Ole Miss,99,3-4,24,Away,Arkansas,23,5-2,38,Home
2010,8,UAB,99,2-5,24,Away,Mississippi State,24,6-2,29,Home
2010,8,Duke,99,1-6,7,Away,Virginia Tech,25,6-2,44,Home
