Year,Week,Team1,Team1Rank,Team1Record,Team1Score,Team1Home,Team2,Team2Rank,Team2Record,Team2Score,Team2Home
2009,5,Utah State,99,1-3,17,Away,BYU,20,4-1,35,Home
2009,5,Alabama,3,5-0,38,Away,Kentucky,99,2-2,20,Home
2009,5,LSU,4,5-0,20,Away,Georgia,18,3-2,13,Home
2009,5,UC Davis,99,1-3,16,Away,Boise State,5,5-0,34,Home
2009,5,Virginia Tech,6,4-1,34,Away,Duke,99,2-3,26,Home
2009,5,USC,7,4-1,30,Away,California,24,3-2,3,Home
2009,5,Oklahoma,8,2-2,20,Away,Miami,17,3-1,21,Home
2009,5,Ohio State,9,4-1,33,Away,Indiana,99,3-2,14,Home
2009,5,Cincinnati,10,5-0,37,Away,Miami (OH),99,0-5,13,Home
2009,5,SMU,99,2-2,14,Away,TCU,11,4-0,39,Home
2009,5,Houston,12,3-1,41,Away,UTEP,99,2-3,58,Home
2009,5,Arkansas State,99,1-3,21,Away,Iowa,13,5-0,24,Home
2009,5,Penn State,15,4-1,35,Away,Illinois,99,1-3,17,Home
2009,5,Washington State,99,1-4,6,Away,Oregon,16,4-1,52,Home
2009,5,Ole Miss,21,3-1,23,Away,Vanderbilt,99,2-3,7,Home
2009,5,Michigan,22,4-1,20,Away,Michigan State,99,2-3,26,Home
2009,5,Georgia Tech,25,4-1,42,Away,Mississippi State,99,2-3,31,Home
