Year,Week,Team1,Team1Rank,Team1Record,Team1Score,Team1Home,Team2,Team2Rank,Team2Record,Team2Score,Team2Home
2006,6,Florida State,17,3-2,20,Away,NC State,99,3-2,24,Home
2006,6,Louisville,8,5-0,44,Away,Middle Tennessee,99,3-3,17,Home
2006,6,Bowling Green,99,3-3,7,Away,Ohio State,1,6-0,35,Home
2006,6,Arkansas,99,4-1,27,Away,Auburn,2,5-1,10,Home
2006,6,Washington,99,4-2,20,Away,USC,3,5-0,26,Home
2006,6,West Virginia,4,5-0,42,Away,Mississippi State,99,1-5,14,Home
2006,6,LSU,9,4-2,10,Away,Florida,5,6-0,23,Home
2006,6,Michigan State,99,3-3,13,Away,Michigan,6,6-0,31,Home
2006,6,Texas,7,5-1,28,Away,Oklahoma,14,3-2,10,Home
2006,6,Tennessee,13,5-1,51,Away,Georgia,10,5-1,33,Home
2006,6,Oregon,11,4-1,24,Away,California,16,5-1,45,Home
2006,6,Stanford,99,0-6,10,Away,Notre Dame,12,5-1,31,Home
2006,6,Clemson,15,5-1,27,Away,Wake Forest,99,5-1,17,Home
2006,6,Maryland,99,3-2,23,Away,Georgia Tech,18,5-1,27,Home
2006,6,Purdue,99,4-2,17,Away,Iowa,19,5-1,47,Home
2006,6,Louisiana Tech,99,1-4,14,Away,Boise State,20,6-0,55,Home
2006,6,Nebraska,22,5-1,28,Away,Iowa State,99,3-3,14,Home
2006,6,Missouri,23,6-0,38,Away,Texas Tech,99,4-2,21,Home
