Year,Week,Team1,Team1Rank,Team1Record,Team1Score,Team1Home,Team2,Team2Rank,Team2Record,Team2Score,Team2Home
2010,1,Marshall,99,0-1,7,Away,Ohio State,2,1-0,45,Home
2010,1,Florida A&M,99,0-1,0,Away,Miami,13,1-0,45,Home
2010,1,USC,14,1-0,49,Away,Hawaii,99,0-1,36,Home
2010,1,Pittsburgh,15,0-1,24,Away,Utah,99,1-0,27,Home
2010,1,San José State,99,0-1,3,Away,Alabama,1,1-0,48,Home
2010,1,Miami (OH),99,0-1,12,Away,Florida,4,1-0,34,Home
2010,1,Texas,5,1-0,34,Away,Rice,99,0-1,17,Home
2010,1,Oregon State,24,0-1,21,Away,TCU,6,1-0,30,Home
2010,1,Utah State,99,0-1,24,Away,Oklahoma,7,1-0,31,Home
2010,1,Western Kentucky,99,0-1,10,Away,Nebraska,8,1-0,49,Home
2010,1,Eastern Illinois,99,0-1,7,Away,Iowa,9,1-0,37,Home
2010,1,New Mexico,99,0-1,0,Away,Oregon,11,1-0,72,Home
2010,1,Wisconsin,12,1-0,41,Away,UNLV,99,0-1,21,Home
2010,1,South Carolina State,99,0-1,10,Away,Georgia Tech,16,1-0,41,Home
2010,1,Tennessee Tech,99,0-1,3,Away,Arkansas,17,1-0,44,Home
2010,1,LSU,21,1-0,30,Away,North Carolina,18,0-1,24,Home
2010,1,Youngstown State,99,0-1,14,Away,Penn State,19,1-0,44,Home
2010,1,Samford,99,0-1,6,Away,Florida State,20,1-0,59,Home
2010,1,Arkansas State,99,0-1,26,Away,Auburn,22,1-0,52,Home
2010,1,Louisiana Lafayette,99,0-1,7,Away,Georgia,23,1-0,55,Home
2010,1,Coastal Carolina,99,0-1,0,Away,West Virginia,25,1-0,31,Home
2010,1,Boise State,3,1-0,33,Away,Virginia Tech,10,0-1,30,Home
