Year,Week,Team1,Team1Rank,Team1Record,Team1Score,Team1Home,Team2,Team2Rank,Team2Record,Team2Score,Team2Home
2003,12,Bowling Green,15,7-2,10,Away,Miami (OH),99,8-1,33,Home
2003,12,Louisville,99,7-2,28,Away,TCU,13,9-0,31,Home
2003,12,Texas A&M,99,4-6,0,Away,Oklahoma,1,10-0,77,Home
2003,12,Florida State,3,8-2,10,Away,Clemson,99,6-4,26,Home
2003,12,Virginia Tech,5,7-2,28,Away,Pittsburgh,25,7-2,31,Home
2003,12,Tennessee,18,7-2,10,Away,Miami,6,7-2,6,Home
2003,12,Michigan State,14,7-3,23,Away,Ohio State,7,9-1,33,Home
2003,12,Iowa,10,7-3,14,Away,Purdue,16,8-2,27,Home
2003,12,Texas,11,8-2,55,Away,Oklahoma State,21,7-3,16,Home
2003,12,UCLA,99,6-4,13,Away,Washington State,12,8-2,31,Home
2003,12,Vanderbilt,99,1-9,17,Away,Florida,17,7-3,35,Home
2003,12,Nebraska,19,8-2,24,Away,Kansas,99,5-5,3,Home
2003,12,Ole Miss,20,8-2,24,Away,Auburn,99,6-4,20,Home
2003,12,Missouri,22,6-3,16,Away,Colorado,99,4-6,21,Home
2003,12,Northern Illinois,23,9-1,40,Away,Buffalo,99,1-10,9,Home
2003,12,Wisconsin,99,6-4,34,Away,Minnesota,24,9-2,37,Home
