Year,Week,Team1,Team1Rank,Team1Record,Team1Score,Team1Home,Team2,Team2Rank,Team2Record,Team2Score,Team2Home
2006,2,Ohio State,1,2-0,24,Away,Texas,2,1-1,7,Home
2006,2,Auburn,4,2-0,34,Away,Mississippi State,99,0-2,0,Home
2006,2,Penn State,19,1-1,17,Away,Notre Dame,4,2-0,41,Home
2006,2,Eastern Washington,99,0-2,3,Away,West Virginia,6,2-0,52,Home
2006,2,UCF,99,1-1,0,Away,Florida,7,2-0,42,Home
2006,2,Arizona,99,1-1,3,Away,LSU,8,2-0,45,Home
2006,2,Troy,99,1-1,17,Away,Florida State,9,2-0,24,Home
2006,2,Central Michigan,99,0-2,17,Away,Michigan,10,2-0,41,Home
2006,2,Air Force,99,0-1,30,Away,Tennessee,11,2-0,31,Home
2006,2,Georgia,12,2-0,18,Away,South Carolina,99,1-1,0,Home
2006,2,Louisville,13,2-0,62,Away,Temple,99,0-2,0,Home
2006,2,Iowa,14,2-0,20,Away,Syracuse,99,0-2,13,Home
2006,2,Washington,99,1-1,20,Away,Oklahoma,15,2-0,37,Home
2006,2,Virginia Tech,16,2-0,35,Away,North Carolina,99,0-2,10,Home
2006,2,Florida A&M,99,0-2,10,Away,Miami,17,1-1,51,Home
2006,2,Clemson,18,1-1,33,Away,Boston College,99,2-0,34,Home
2006,2,Oregon,20,2-0,31,Away,Fresno State,99,1-1,24,Home
2006,2,Nicholls State,99,1-1,7,Away,Nebraska,21,2-0,56,Home
2006,2,Minnesota,99,1-1,17,Away,California,22,1-1,42,Home
2006,2,UC Davis,99,1-1,13,Away,TCU,23,2-0,46,Home
2006,2,Texas Tech,24,2-0,38,Away,UTEP,99,1-1,35,Home
2006,2,Nevada,99,0-2,21,Away,Arizona State,25,2-0,52,Home
