Year,Week,Team1,Team1Rank,Team1Record,Team1Score,Team1Home,Team2,Team2Rank,Team2Record,Team2Score,Team2Home
2007,8,South Florida,2,6-1,27,Away,Rutgers,99,5-2,30,Home
2007,8,Michigan State,99,5-3,17,Away,Ohio State,1,8-0,24,Home
2007,8,Auburn,17,5-3,24,Away,LSU,4,7-1,30,Home
2007,8,Oklahoma,5,7-1,17,Away,Iowa State,99,1-7,7,Home
2007,8,Vanderbilt,99,4-3,17,Away,South Carolina,6,6-2,6,Home
2007,8,Florida,15,5-2,45,Away,Kentucky,7,6-2,37,Home
2007,8,Mississippi State,99,4-4,13,Away,West Virginia,9,6-1,38,Home
2007,8,Oregon,10,6-1,55,Away,Washington,99,2-5,34,Home
2007,8,California,12,5-2,21,Away,UCLA,99,5-2,30,Home
2007,8,Kansas,13,7-0,19,Away,Colorado,99,4-4,14,Home
2007,8,USC,14,6-1,38,Away,Notre Dame,99,1-7,0,Home
2007,8,Texas Tech,24,6-2,10,Away,Missouri,16,6-1,41,Home
2007,8,Virginia,19,7-1,18,Away,Maryland,99,4-3,17,Home
2007,8,Tennessee,21,4-3,17,Away,Alabama,99,6-2,41,Home
2007,8,Texas,22,6-2,31,Away,Baylor,99,3-5,10,Home
2007,8,Cincinnati,23,6-2,17,Away,Pittsburgh,99,3-4,24,Home
2007,8,Michigan,25,6-2,27,Away,Illinois,99,5-3,17,Home
