Year,Week,Team1,Team1Rank,Team1Record,Team1Score,Team1Home,Team2,Team2Rank,Team2Record,Team2Score,Team2Home
2014,7,Washington State,99,2-5,17,Away,Stanford,25,4-2,34,Home
2014,7,Florida State,1,6-0,38,Away,Syracuse,99,2-4,20,Home
2014,7,Auburn,2,5-1,23,Away,Mississippi State,3,6-0,38,Home
2014,7,Ole Miss,3,6-0,35,Away,Texas A&M,14,5-2,20,Home
2014,7,TCU,9,4-1,58,Away,Baylor,5,6-0,61,Home
2014,7,North Carolina,99,2-4,43,Away,Notre Dame,6,6-0,50,Home
2014,7,Alabama,7,5-1,14,Away,Arkansas,99,3-3,13,Home
2014,7,Michigan State,8,5-1,45,Away,Purdue,99,3-4,31,Home
2014,7,USC,99,4-2,28,Away,Arizona,10,5-1,26,Home
2014,7,Texas,99,2-4,26,Away,Oklahoma,11,5-1,31,Home
2014,7,Oregon,12,5-1,42,Away,UCLA,18,4-2,30,Home
2014,7,Georgia,13,5-1,34,Away,Missouri,23,4-2,0,Home
2014,7,Oklahoma State,16,5-1,27,Away,Kansas,99,2-4,20,Home
2014,7,East Carolina,19,5-1,28,Away,South Florida,99,2-4,17,Home
2014,7,Duke,99,5-1,31,Away,Georgia Tech,22,5-1,25,Home
